Uid,Pid,Time
69,540,2012-04-18 22:49
312,766,2012-04-18 22:56
469,2293,2012-04-18 22:58
503,2557,2012-04-18 23:00
242,1159,2012-04-18 23:01
283,2470,2012-04-18 23:02
131,634,2012-04-18 23:03
783,385,2012-04-18 23:03
528,2754,2012-04-18 23:05
620,1981,2012-04-18 23:06
449,1670,2012-04-18 23:10
38,1643,2012-04-18 23:11
104,2671,2012-04-18 23:11
528,658,2012-04-18 23:12
563,1627,2012-04-18 23:13
518,1865,2012-04-18 23:14
75,90,2012-04-18 23:17
75,1291,2012-04-18 23:17
75,2504,2012-04-18 23:18
75,850,2012-04-18 23:18
312,2580,2012-04-18 23:18
738,283,2012-04-18 23:20
312,1783,2012-04-18 23:23
104,2289,2012-04-18 23:25
312,46,2012-04-18 23:26
702,1137,2012-04-18 23:31
46,975,2012-04-18 23:33
210,2476,2012-04-18 23:34
210,336,2012-04-18 23:34
702,563,2012-04-18 23:36
49,2573,2012-04-18 23:39
342,2114,2012-04-18 23:39
49,569,2012-04-18 23:39
342,2613,2012-04-18 23:41
49,2198,2012-04-18 23:41
528,1850,2012-04-18 23:42
161,1037,2012-04-18 23:43
204,227,2012-04-18 23:43
186,734,2012-04-18 23:44
49,2658,2012-04-18 23:47
186,1541,2012-04-18 23:47
49,14,2012-04-18 23:48
129,1592,2012-04-18 23:49
129,2234,2012-04-18 23:50
61,1575,2012-04-18 23:50
599,1445,2012-04-18 23:51
730,397,2012-04-18 23:52
186,1752,2012-04-18 23:52
730,2505,2012-04-18 23:53
434,2196,2012-04-18 23:53
176,2292,2012-04-18 23:54
538,1361,2012-04-18 23:55
776,701,2012-04-18 23:55
291,2641,2012-04-18 23:56
186,1207,2012-04-19 00:00
49,1443,2012-04-19 00:02
186,1735,2012-04-19 00:04
186,572,2012-04-19 00:07
563,1125,2012-04-19 00:12
718,1408,2012-04-19 00:15
729,2196,2012-04-19 00:15
452,114,2012-04-19 00:20
362,2605,2012-04-19 00:22
749,842,2012-04-19 00:22
265,829,2012-04-19 00:23
590,340,2012-04-19 00:24
766,2383,2012-04-19 00:25
644,86,2012-04-19 00:26
766,1924,2012-04-19 00:26
693,1610,2012-04-19 00:26
766,2288,2012-04-19 00:27
776,490,2012-04-19 00:28
265,2219,2012-04-19 00:30
623,1500,2012-04-19 00:31
597,1904,2012-04-19 00:36
84,2379,2012-04-19 00:38
339,1148,2012-04-19 00:38
84,2575,2012-04-19 00:38
186,250,2012-04-19 00:38
186,1023,2012-04-19 00:40
702,1026,2012-04-19 00:40
151,2023,2012-04-19 00:42
301,124,2012-04-19 00:49
563,966,2012-04-19 00:50
61,653,2012-04-19 00:53
678,445,2012-04-19 01:00
678,1457,2012-04-19 01:00
619,2447,2012-04-19 01:02
563,454,2012-04-19 01:03
61,1203,2012-04-19 01:06
357,2765,2012-04-19 01:12
799,753,2012-04-19 01:22
61,566,2012-04-19 01:22
538,1361,2012-04-19 01:23
538,2016,2012-04-19 01:24
538,1980,2012-04-19 01:24
644,416,2012-04-19 01:29
709,961,2012-04-19 01:33
597,136,2012-04-19 01:35
76,1274,2012-04-19 01:39
199,1494,2012-04-19 01:40
199,802,2012-04-19 01:41
261,1417,2012-04-19 01:50
346,2391,2012-04-19 01:54
799,1941,2012-04-19 01:56
151,68,2012-04-19 02:09
291,1488,2012-04-19 02:15
291,2419,2012-04-19 02:16
291,150,2012-04-19 02:16
464,2204,2012-04-19 02:18
563,1155,2012-04-19 02:22
524,146,2012-04-19 02:24
524,1301,2012-04-19 02:24
729,2522,2012-04-19 02:30
693,1847,2012-04-19 03:01
211,1891,2012-04-19 03:02
24,2703,2012-04-19 03:05
473,2732,2012-04-19 03:07
204,2151,2012-04-19 03:18
204,1829,2012-04-19 03:18
434,2796,2012-04-19 03:20
298,2405,2012-04-19 03:30
129,1235,2012-04-19 03:30
298,1669,2012-04-19 03:30
204,505,2012-04-19 03:34
574,576,2012-04-19 03:40
738,283,2012-04-19 03:42
261,2591,2012-04-19 03:55
496,1285,2012-04-19 04:18
650,648,2012-04-19 04:21
375,1727,2012-04-19 04:28
799,2687,2012-04-19 04:32
149,2064,2012-04-19 04:34
179,1174,2012-04-19 04:44
179,2752,2012-04-19 04:44
98,1245,2012-04-19 04:55
327,1827,2012-04-19 04:56
777,318,2012-04-19 04:58
210,336,2012-04-19 05:02
704,1055,2012-04-19 05:04
211,2571,2012-04-19 05:18
206,1850,2012-04-19 05:22
559,1293,2012-04-19 05:30
650,1095,2012-04-19 05:36
168,190,2012-04-19 05:38
730,2170,2012-04-19 05:43
206,658,2012-04-19 05:43
774,1254,2012-04-19 05:50
777,1167,2012-04-19 05:50
625,1147,2012-04-19 05:54
308,1521,2012-04-19 05:57
626,1882,2012-04-19 06:01
104,2789,2012-04-19 06:04
16,768,2012-04-19 06:09
159,1446,2012-04-19 06:09
159,2455,2012-04-19 06:13
665,1261,2012-04-19 06:14
665,1857,2012-04-19 06:14
665,1348,2012-04-19 06:15
559,1480,2012-04-19 06:18
73,207,2012-04-19 06:21
538,1361,2012-04-19 06:24
797,1629,2012-04-19 06:25
487,1151,2012-04-19 06:26
359,113,2012-04-19 06:28
708,173,2012-04-19 06:28
625,946,2012-04-19 06:29
797,122,2012-04-19 06:31
748,873,2012-04-19 06:32
489,1928,2012-04-19 06:34
619,2717,2012-04-19 06:39
619,2449,2012-04-19 06:39
619,2785,2012-04-19 06:40
619,1948,2012-04-19 06:40
788,2347,2012-04-19 06:41
788,2146,2012-04-19 06:41
708,1101,2012-04-19 06:41
748,667,2012-04-19 06:42
811,38,2012-04-19 06:43
104,276,2012-04-19 06:44
708,2725,2012-04-19 06:45
626,557,2012-04-19 06:46
320,1404,2012-04-19 06:47
665,1835,2012-04-19 06:47
557,2252,2012-04-19 06:47
320,168,2012-04-19 06:47
620,2064,2012-04-19 06:48
797,2253,2012-04-19 06:48
665,2720,2012-04-19 06:49
665,2324,2012-04-19 06:50
359,613,2012-04-19 06:51
620,1157,2012-04-19 06:51
124,2549,2012-04-19 06:51
654,1257,2012-04-19 06:53
524,2698,2012-04-19 06:55
524,1829,2012-04-19 06:55
451,679,2012-04-19 06:56
490,525,2012-04-19 06:57
385,2059,2012-04-19 06:57
183,997,2012-04-19 06:57
489,2577,2012-04-19 06:58
223,1666,2012-04-19 06:59
606,1056,2012-04-19 07:04
524,2675,2012-04-19 07:06
524,2604,2012-04-19 07:06
339,2320,2012-04-19 07:06
785,2039,2012-04-19 07:07
776,785,2012-04-19 07:07
776,327,2012-04-19 07:07
339,1690,2012-04-19 07:08
174,364,2012-04-19 07:10
359,1039,2012-04-19 07:10
611,2310,2012-04-19 07:10
776,490,2012-04-19 07:11
524,2535,2012-04-19 07:11
645,1293,2012-04-19 07:12
98,970,2012-04-19 07:12
98,544,2012-04-19 07:12
533,1646,2012-04-19 07:13
515,2541,2012-04-19 07:14
112,520,2012-04-19 07:15
524,20,2012-04-19 07:15
112,2471,2012-04-19 07:15
524,994,2012-04-19 07:15
776,2275,2012-04-19 07:16
359,1040,2012-04-19 07:18
665,1407,2012-04-19 07:20
205,1910,2012-04-19 07:21
35,2576,2012-04-19 07:22
121,784,2012-04-19 07:22
122,2755,2012-04-19 07:25
439,956,2012-04-19 07:25
412,1756,2012-04-19 07:26
788,1681,2012-04-19 07:27
75,1871,2012-04-19 07:28
205,636,2012-04-19 07:28
788,2001,2012-04-19 07:28
538,1663,2012-04-19 07:29
469,2293,2012-04-19 07:29
524,1993,2012-04-19 07:30
622,1289,2012-04-19 07:30
524,2110,2012-04-19 07:30
55,406,2012-04-19 07:30
524,738,2012-04-19 07:30
504,257,2012-04-19 07:31
338,104,2012-04-19 07:34
776,796,2012-04-19 07:35
703,1428,2012-04-19 07:35
456,1945,2012-04-19 07:35
456,2523,2012-04-19 07:35
456,996,2012-04-19 07:35
244,101,2012-04-19 07:36
776,1412,2012-04-19 07:36
121,1711,2012-04-19 07:37
244,460,2012-04-19 07:37
645,1264,2012-04-19 07:37
55,463,2012-04-19 07:38
724,2328,2012-04-19 07:40
776,1405,2012-04-19 07:41
223,46,2012-04-19 07:41
776,910,2012-04-19 07:42
556,1393,2012-04-19 07:42
556,1296,2012-04-19 07:43
98,2414,2012-04-19 07:44
244,390,2012-04-19 07:45
104,415,2012-04-19 07:46
480,1005,2012-04-19 07:48
309,832,2012-04-19 07:48
538,658,2012-04-19 07:48
725,40,2012-04-19 07:49
725,1149,2012-04-19 07:49
611,1957,2012-04-19 07:50
547,1589,2012-04-19 07:51
315,191,2012-04-19 07:51
180,1280,2012-04-19 07:51
265,575,2012-04-19 07:52
501,127,2012-04-19 07:53
411,2644,2012-04-19 07:53
64,347,2012-04-19 07:54
64,2053,2012-04-19 07:57
644,637,2012-04-19 07:58
121,2062,2012-04-19 07:58
644,86,2012-04-19 07:58
703,2581,2012-04-19 07:59
407,622,2012-04-19 08:00
407,805,2012-04-19 08:00
785,904,2012-04-19 08:00
557,412,2012-04-19 08:00
407,184,2012-04-19 08:00
407,602,2012-04-19 08:00
742,2686,2012-04-19 08:01
466,608,2012-04-19 08:01
466,615,2012-04-19 08:01
361,965,2012-04-19 08:01
361,1031,2012-04-19 08:01
626,1906,2012-04-19 08:02
411,1569,2012-04-19 08:02
634,1506,2012-04-19 08:03
456,4,2012-04-19 08:03
456,2668,2012-04-19 08:03
456,1256,2012-04-19 08:03
719,2246,2012-04-19 08:03
205,1972,2012-04-19 08:04
456,2573,2012-04-19 08:04
626,611,2012-04-19 08:04
386,1441,2012-04-19 08:07
555,101,2012-04-19 08:07
684,2067,2012-04-19 08:10
533,748,2012-04-19 08:10
3,1207,2012-04-19 08:11
196,1893,2012-04-19 08:12
121,273,2012-04-19 08:13
175,2559,2012-04-19 08:13
49,1443,2012-04-19 08:14
112,998,2012-04-19 08:14
49,1895,2012-04-19 08:14
766,1924,2012-04-19 08:14
36,12,2012-04-19 08:14
36,2317,2012-04-19 08:14
766,2383,2012-04-19 08:14
443,2711,2012-04-19 08:14
36,1366,2012-04-19 08:15
180,845,2012-04-19 08:16
11,129,2012-04-19 08:16
122,2462,2012-04-19 08:18
566,1272,2012-04-19 08:19
719,844,2012-04-19 08:20
251,1619,2012-04-19 08:20
49,14,2012-04-19 08:20
556,879,2012-04-19 08:20
294,301,2012-04-19 08:20
385,2696,2012-04-19 08:20
339,1207,2012-04-19 08:21
556,1788,2012-04-19 08:22
589,511,2012-04-19 08:22
107,44,2012-04-19 08:25
800,601,2012-04-19 08:26
800,2707,2012-04-19 08:27
706,1156,2012-04-19 08:28
187,2174,2012-04-19 08:30
179,95,2012-04-19 08:31
17,2582,2012-04-19 08:31
703,1582,2012-04-19 08:31
309,2696,2012-04-19 08:33
179,1174,2012-04-19 08:34
309,2062,2012-04-19 08:34
439,1953,2012-04-19 08:34
703,1475,2012-04-19 08:34
3,658,2012-04-19 08:34
216,92,2012-04-19 08:34
497,740,2012-04-19 08:35
93,358,2012-04-19 08:35
361,2339,2012-04-19 08:35
361,1697,2012-04-19 08:35
785,1264,2012-04-19 08:35
614,825,2012-04-19 08:35
179,2752,2012-04-19 08:36
681,437,2012-04-19 08:36
785,401,2012-04-19 08:37
582,1497,2012-04-19 08:37
525,1802,2012-04-19 08:37
49,2198,2012-04-19 08:38
107,2192,2012-04-19 08:38
141,1296,2012-04-19 08:39
449,15,2012-04-19 08:39
703,2570,2012-04-19 08:39
411,175,2012-04-19 08:41
474,1113,2012-04-19 08:41
582,743,2012-04-19 08:43
376,1547,2012-04-19 08:43
250,836,2012-04-19 08:43
815,1264,2012-04-19 08:43
815,1052,2012-04-19 08:43
718,601,2012-04-19 08:44
66,385,2012-04-19 08:47
710,329,2012-04-19 08:47
710,1112,2012-04-19 08:47
671,892,2012-04-19 08:48
81,2354,2012-04-19 08:49
443,338,2012-04-19 08:50
187,1915,2012-04-19 08:51
747,413,2012-04-19 08:51
660,2133,2012-04-19 08:51
750,914,2012-04-19 08:52
199,1185,2012-04-19 08:53
98,224,2012-04-19 08:53
199,58,2012-04-19 08:53
199,986,2012-04-19 08:53
525,1118,2012-04-19 08:53
293,1458,2012-04-19 08:54
320,1190,2012-04-19 08:55
785,317,2012-04-19 08:55
223,1963,2012-04-19 08:57
59,443,2012-04-19 08:57
248,238,2012-04-19 08:57
49,2450,2012-04-19 08:58
264,1312,2012-04-19 08:58
694,688,2012-04-19 08:58
129,1592,2012-04-19 08:59
120,135,2012-04-19 08:59
129,2234,2012-04-19 08:59
407,1390,2012-04-19 09:00
169,93,2012-04-19 09:00
445,1140,2012-04-19 09:02
264,1822,2012-04-19 09:02
49,399,2012-04-19 09:03
515,541,2012-04-19 09:04
446,66,2012-04-19 09:05
657,938,2012-04-19 09:06
232,218,2012-04-19 09:06
609,658,2012-04-19 09:07
375,422,2012-04-19 09:08
72,130,2012-04-19 09:08
171,2166,2012-04-19 09:08
104,1072,2012-04-19 09:09
497,658,2012-04-19 09:09
86,347,2012-04-19 09:09
706,89,2012-04-19 09:10
294,1316,2012-04-19 09:10
644,269,2012-04-19 09:12
622,63,2012-04-19 09:12
411,812,2012-04-19 09:12
411,542,2012-04-19 09:12
86,199,2012-04-19 09:12
381,680,2012-04-19 09:12
411,737,2012-04-19 09:12
86,1742,2012-04-19 09:12
306,892,2012-04-19 09:15
722,21,2012-04-19 09:16
447,1638,2012-04-19 09:16
16,1517,2012-04-19 09:18
736,1950,2012-04-19 09:18
497,172,2012-04-19 09:18
120,275,2012-04-19 09:19
609,2719,2012-04-19 09:20
316,2770,2012-04-19 09:20
309,2205,2012-04-19 09:22
394,2639,2012-04-19 09:23
309,157,2012-04-19 09:23
626,2256,2012-04-19 09:23
119,627,2012-04-19 09:26
9,2544,2012-04-19 09:26
497,538,2012-04-19 09:28
497,2181,2012-04-19 09:28
716,2142,2012-04-19 09:29
478,2183,2012-04-19 09:30
729,2522,2012-04-19 09:30
320,363,2012-04-19 09:31
311,1807,2012-04-19 09:31
311,2447,2012-04-19 09:31
669,2411,2012-04-19 09:32
570,1431,2012-04-19 09:32
174,913,2012-04-19 09:33
520,2327,2012-04-19 09:34
157,1994,2012-04-19 09:34
157,1198,2012-04-19 09:35
520,2560,2012-04-19 09:35
157,118,2012-04-19 09:35
157,1358,2012-04-19 09:36
157,1680,2012-04-19 09:36
793,1648,2012-04-19 09:37
439,108,2012-04-19 09:38
443,2711,2012-04-19 09:38
619,590,2012-04-19 09:40
710,1613,2012-04-19 09:40
760,372,2012-04-19 09:40
619,1913,2012-04-19 09:40
710,2081,2012-04-19 09:40
619,140,2012-04-19 09:41
799,1708,2012-04-19 09:41
104,1640,2012-04-19 09:41
694,388,2012-04-19 09:41
306,2212,2012-04-19 09:42
411,1894,2012-04-19 09:42
141,2659,2012-04-19 09:43
538,1663,2012-04-19 09:45
208,1342,2012-04-19 09:46
35,1451,2012-04-19 09:48
546,2167,2012-04-19 09:48
98,2022,2012-04-19 09:49
759,2046,2012-04-19 09:50
223,46,2012-04-19 09:50
288,1268,2012-04-19 09:52
243,2279,2012-04-19 09:52
94,1005,2012-04-19 09:52
620,1558,2012-04-19 09:53
783,777,2012-04-19 09:53
620,1507,2012-04-19 09:54
463,2191,2012-04-19 09:54
542,1180,2012-04-19 09:55
620,1157,2012-04-19 09:55
563,1155,2012-04-19 09:56
766,2117,2012-04-19 09:56
385,1883,2012-04-19 09:58
783,1470,2012-04-19 09:58
544,2070,2012-04-19 09:58
141,1931,2012-04-19 09:59
798,827,2012-04-19 10:00
709,992,2012-04-19 10:01
493,1773,2012-04-19 10:02
544,1068,2012-04-19 10:02
309,1547,2012-04-19 10:02
363,2074,2012-04-19 10:04
318,236,2012-04-19 10:05
542,330,2012-04-19 10:06
17,1940,2012-04-19 10:07
131,732,2012-04-19 10:07
350,658,2012-04-19 10:07
634,1188,2012-04-19 10:08
603,2460,2012-04-19 10:08
511,1621,2012-04-19 10:11
783,890,2012-04-19 10:12
104,1278,2012-04-19 10:13
63,2086,2012-04-19 10:13
783,944,2012-04-19 10:14
565,1911,2012-04-19 10:15
612,1138,2012-04-19 10:15
783,2513,2012-04-19 10:15
612,2552,2012-04-19 10:16
350,1621,2012-04-19 10:17
626,1311,2012-04-19 10:17
21,470,2012-04-19 10:17
400,981,2012-04-19 10:21
216,964,2012-04-19 10:21
590,314,2012-04-19 10:21
216,1126,2012-04-19 10:21
478,2460,2012-04-19 10:22
541,1650,2012-04-19 10:22
216,2007,2012-04-19 10:22
326,56,2012-04-19 10:23
317,848,2012-04-19 10:26
644,1378,2012-04-19 10:26
750,1685,2012-04-19 10:26
418,2676,2012-04-19 10:27
156,1030,2012-04-19 10:27
21,892,2012-04-19 10:28
171,2161,2012-04-19 10:30
289,991,2012-04-19 10:31
289,758,2012-04-19 10:31
169,1955,2012-04-19 10:33
151,2635,2012-04-19 10:33
370,893,2012-04-19 10:34
634,1557,2012-04-19 10:35
335,2685,2012-04-19 10:35
730,397,2012-04-19 10:36
335,2005,2012-04-19 10:36
329,2456,2012-04-19 10:39
21,1293,2012-04-19 10:40
151,2264,2012-04-19 10:41
538,2479,2012-04-19 10:43
714,398,2012-04-19 10:47
314,1612,2012-04-19 10:47
314,2681,2012-04-19 10:47
694,2392,2012-04-19 10:48
21,1582,2012-04-19 10:49
797,2301,2012-04-19 10:51
418,1663,2012-04-19 10:52
453,1202,2012-04-19 10:53
443,209,2012-04-19 10:54
88,267,2012-04-19 10:54
704,1770,2012-04-19 10:54
710,1327,2012-04-19 10:55
42,1356,2012-04-19 11:00
104,2242,2012-04-19 11:00
54,2299,2012-04-19 11:01
746,2705,2012-04-19 11:03
46,2681,2012-04-19 11:04
46,2398,2012-04-19 11:05
667,558,2012-04-19 11:06
503,1604,2012-04-19 11:07
397,764,2012-04-19 11:08
397,335,2012-04-19 11:08
397,361,2012-04-19 11:09
397,1133,2012-04-19 11:09
397,1628,2012-04-19 11:10
397,919,2012-04-19 11:10
397,132,2012-04-19 11:10
710,1005,2012-04-19 11:11
21,380,2012-04-19 11:12
487,1483,2012-04-19 11:14
755,282,2012-04-19 11:14
242,1115,2012-04-19 11:16
755,1686,2012-04-19 11:16
503,1858,2012-04-19 11:18
342,932,2012-04-19 11:19
467,1035,2012-04-19 11:21
94,685,2012-04-19 11:22
708,1484,2012-04-19 11:23
619,2140,2012-04-19 11:24
7,516,2012-04-19 11:27
563,1456,2012-04-19 11:28
694,2519,2012-04-19 11:29
694,155,2012-04-19 12:19
204,632,2012-04-19 14:07
204,1310,2012-04-19 14:08
281,1303,2012-04-19 14:10
298,715,2012-04-19 14:10
121,273,2012-04-19 14:10
312,1186,2012-04-19 14:12
460,937,2012-04-19 14:12
738,2586,2012-04-19 14:13
152,589,2012-04-19 14:14
232,968,2012-04-19 14:15
729,356,2012-04-19 14:15
620,1066,2012-04-19 14:17
620,1157,2012-04-19 14:17
264,2370,2012-04-19 14:18
187,2174,2012-04-19 14:20
442,772,2012-04-19 14:22
557,412,2012-04-19 14:24
363,2074,2012-04-19 14:28
738,2280,2012-04-19 14:28
776,2275,2012-04-19 14:29
644,2300,2012-04-19 14:30
59,101,2012-04-19 14:32
555,101,2012-04-19 14:35
776,490,2012-04-19 14:35
351,1590,2012-04-19 14:36
776,327,2012-04-19 14:39
709,961,2012-04-19 14:42
61,653,2012-04-19 14:43
499,1104,2012-04-19 14:43
75,673,2012-04-19 14:47
75,2569,2012-04-19 14:48
351,403,2012-04-19 14:55
403,1179,2012-04-19 14:57
403,2211,2012-04-19 14:58
403,2760,2012-04-19 14:58
403,373,2012-04-19 14:59
625,1346,2012-04-19 15:06
204,2680,2012-04-19 15:07
204,2448,2012-04-19 15:08
748,667,2012-04-19 15:08
189,1971,2012-04-19 15:08
299,2310,2012-04-19 15:12
289,758,2012-04-19 15:12
141,403,2012-04-19 15:12
645,1704,2012-04-19 15:13
694,1351,2012-04-19 15:13
61,1362,2012-04-19 15:13
301,124,2012-04-19 15:20
703,2682,2012-04-19 15:21
178,2340,2012-04-19 15:22
563,154,2012-04-19 15:23
84,2360,2012-04-19 15:23
379,1831,2012-04-19 15:25
503,2006,2012-04-19 15:27
503,1067,2012-04-19 15:30
124,574,2012-04-19 15:31
141,1754,2012-04-19 15:32
645,1264,2012-04-19 15:36
176,521,2012-04-19 15:37
574,76,2012-04-19 15:39
151,1897,2012-04-19 15:41
94,185,2012-04-19 15:43
625,1438,2012-04-19 15:46
167,2561,2012-04-19 15:46
644,637,2012-04-19 15:48
298,1110,2012-04-19 15:52
98,2457,2012-04-19 15:59
49,1100,2012-04-19 16:00
351,722,2012-04-19 16:03
644,86,2012-04-19 16:11
704,1483,2012-04-19 16:12
265,975,2012-04-19 16:16
645,892,2012-04-19 16:20
104,898,2012-04-19 16:20
730,397,2012-04-19 16:22
667,1590,2012-04-19 16:27
667,1206,2012-04-19 16:27
515,1121,2012-04-19 16:33
131,634,2012-04-19 16:38
351,75,2012-04-19 16:41
352,1570,2012-04-19 16:42
708,2460,2012-04-19 16:44
141,448,2012-04-19 16:46
634,2690,2012-04-19 16:50
686,2271,2012-04-19 16:54
667,2687,2012-04-19 16:55
667,2351,2012-04-19 16:55
509,1221,2012-04-19 16:59
515,1593,2012-04-19 17:00
807,2045,2012-04-19 17:00
594,854,2012-04-19 17:00
17,1776,2012-04-19 17:02
204,2131,2012-04-19 17:07
189,1468,2012-04-19 17:07
216,556,2012-04-19 17:09
3,658,2012-04-19 17:09
309,2205,2012-04-19 17:10
735,1269,2012-04-19 17:12
735,1670,2012-04-19 17:12
204,2151,2012-04-19 17:13
204,1829,2012-04-19 17:15
204,227,2012-04-19 17:17
413,2137,2012-04-19 17:18
641,156,2012-04-19 17:19
250,2638,2012-04-19 17:20
574,76,2012-04-19 17:20
137,2624,2012-04-19 17:21
54,2225,2012-04-19 17:22
802,87,2012-04-19 17:22
264,2219,2012-04-19 17:25
452,1483,2012-04-19 17:26
205,636,2012-04-19 17:26
474,1504,2012-04-19 17:27
556,212,2012-04-19 17:27
776,701,2012-04-19 17:27
645,1729,2012-04-19 17:29
634,1773,2012-04-19 17:29
37,1177,2012-04-19 17:29
776,2275,2012-04-19 17:29
315,2776,2012-04-19 17:30
309,157,2012-04-19 17:30
703,1582,2012-04-19 17:31
76,55,2012-04-19 17:32
342,2114,2012-04-19 17:32
785,936,2012-04-19 17:33
748,1805,2012-04-19 17:33
309,1389,2012-04-19 17:35
446,2496,2012-04-19 17:36
104,2783,2012-04-19 17:36
666,1936,2012-04-19 17:37
789,1142,2012-04-19 17:38
460,2261,2012-04-19 17:38
797,2301,2012-04-19 17:41
411,1956,2012-04-19 17:42
17,1818,2012-04-19 17:43
151,1515,2012-04-19 17:45
626,1293,2012-04-19 17:45
626,2076,2012-04-19 17:46
439,2734,2012-04-19 17:49
66,392,2012-04-19 17:49
782,2145,2012-04-19 17:49
411,2488,2012-04-19 17:50
669,1166,2012-04-19 17:51
208,2597,2012-04-19 17:51
420,2776,2012-04-19 17:52
702,1586,2012-04-19 17:53
418,1338,2012-04-19 17:55
784,1817,2012-04-19 17:56
703,793,2012-04-19 17:56
264,1577,2012-04-19 17:57
628,1912,2012-04-19 17:57
89,2101,2012-04-19 17:57
497,1448,2012-04-19 17:58
701,1340,2012-04-19 17:59
703,241,2012-04-19 17:59
792,2468,2012-04-19 18:01
98,1718,2012-04-19 18:02
217,1774,2012-04-19 18:04
619,1922,2012-04-19 18:05
112,2471,2012-04-19 18:06
112,520,2012-04-19 18:06
456,2477,2012-04-19 18:07
195,137,2012-04-19 18:08
460,858,2012-04-19 18:11
455,1904,2012-04-19 18:11
512,2645,2012-04-19 18:11
700,2119,2012-04-19 18:12
156,2709,2012-04-19 18:12
217,723,2012-04-19 18:13
412,775,2012-04-19 18:13
649,304,2012-04-19 18:14
147,621,2012-04-19 18:14
361,658,2012-04-19 18:16
99,1823,2012-04-19 18:16
283,691,2012-04-19 18:16
634,2393,2012-04-19 18:16
125,1292,2012-04-19 18:16
93,658,2012-04-19 18:18
361,1979,2012-04-19 18:18
666,399,2012-04-19 18:18
798,2460,2012-04-19 18:18
291,1842,2012-04-19 18:19
799,2525,2012-04-19 18:20
104,728,2012-04-19 18:21
195,11,2012-04-19 18:23
309,2696,2012-04-19 18:23
714,934,2012-04-19 18:23
684,620,2012-04-19 18:23
748,873,2012-04-19 18:25
309,249,2012-04-19 18:25
713,2645,2012-04-19 18:25
503,1604,2012-04-19 18:25
503,323,2012-04-19 18:26
746,976,2012-04-19 18:26
455,1873,2012-04-19 18:28
439,956,2012-04-19 18:29
702,1777,2012-04-19 18:32
171,775,2012-04-19 18:32
702,2674,2012-04-19 18:33
614,1247,2012-04-19 18:33
614,1276,2012-04-19 18:33
86,2460,2012-04-19 18:33
199,802,2012-04-19 18:34
199,1494,2012-04-19 18:34
86,2686,2012-04-19 18:34
168,2185,2012-04-19 18:35
702,2775,2012-04-19 18:35
702,1747,2012-04-19 18:36
782,775,2012-04-19 18:39
93,1670,2012-04-19 18:41
299,2257,2012-04-19 18:42
547,1102,2012-04-19 18:42
24,626,2012-04-19 18:46
86,2168,2012-04-19 18:46
359,613,2012-04-19 18:48
31,2226,2012-04-19 18:48
528,912,2012-04-19 18:51
563,1006,2012-04-19 18:52
86,974,2012-04-19 18:52
104,2289,2012-04-19 18:52
251,2512,2012-04-19 18:53
169,1955,2012-04-19 18:55
511,912,2012-04-19 18:56
716,800,2012-04-19 18:59
363,658,2012-04-19 18:59
359,113,2012-04-19 18:59
641,1784,2012-04-19 18:59
556,1393,2012-04-19 19:00
121,1414,2012-04-19 19:01
525,1118,2012-04-19 19:02
529,1029,2012-04-19 19:02
815,1264,2012-04-19 19:04
385,1904,2012-04-19 19:04
364,775,2012-04-19 19:05
212,1875,2012-04-19 19:07
657,937,2012-04-19 19:08
483,1811,2012-04-19 19:09
563,759,2012-04-19 19:09
619,2338,2012-04-19 19:11
619,2453,2012-04-19 19:11
729,2340,2012-04-19 19:15
461,2107,2012-04-19 19:15
368,2435,2012-04-19 19:18
463,2645,2012-04-19 19:18
815,1052,2012-04-19 19:18
563,2657,2012-04-19 19:19
603,2460,2012-04-19 19:19
125,624,2012-04-19 19:19
100,1755,2012-04-19 19:20
48,1422,2012-04-19 19:21
121,1711,2012-04-19 19:24
520,1226,2012-04-19 19:26
520,1332,2012-04-19 19:26
184,2228,2012-04-19 19:33
130,912,2012-04-19 19:34
416,85,2012-04-19 19:34
660,1158,2012-04-19 19:34
381,1901,2012-04-19 19:35
176,2532,2012-04-19 19:35
46,536,2012-04-19 19:35
176,543,2012-04-19 19:36
176,265,2012-04-19 19:36
620,1275,2012-04-19 19:36
46,244,2012-04-19 19:38
149,1184,2012-04-19 19:38
597,1262,2012-04-19 19:38
104,1335,2012-04-19 19:39
538,1361,2012-04-19 19:41
121,784,2012-04-19 19:43
713,2101,2012-04-19 19:44
315,101,2012-04-19 19:45
294,694,2012-04-19 19:49
69,2365,2012-04-19 19:49
98,731,2012-04-19 19:50
98,1884,2012-04-19 19:50
327,1402,2012-04-19 19:51
518,2645,2012-04-19 19:52
131,198,2012-04-19 19:58
24,702,2012-04-19 19:59
450,568,2012-04-19 19:59
107,2485,2012-04-19 20:00
370,893,2012-04-19 20:02
555,2035,2012-04-19 20:02
333,1644,2012-04-19 20:03
288,2196,2012-04-19 20:03
555,101,2012-04-19 20:03
563,2686,2012-04-19 20:04
385,2059,2012-04-19 20:05
648,819,2012-04-19 20:06
115,1010,2012-04-19 20:06
563,1456,2012-04-19 20:06
597,136,2012-04-19 20:07
61,952,2012-04-19 20:09
75,850,2012-04-19 20:11
75,2504,2012-04-19 20:11
291,2768,2012-04-19 20:11
75,1871,2012-04-19 20:11
503,1248,2012-04-19 20:11
327,1134,2012-04-19 20:14
563,454,2012-04-19 20:15
713,2106,2012-04-19 20:17
