Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
990,[189],92,46,"[1, 19, 23, 20, 22, 21, 18]","[1279, 990, 1818, 3044, 4711, 3958]","[1279, 990, 1818]"
991,"[1637, 1884, 1906, 157, 1329, 1136, 722, 2004, 109, 297, 427, 588, 1083, 477, 626, 26, 1275, 812, 1205, 2105, 2064, 653, 1054, 1784, 452, 786, 291, 1418, 623, 1984, 1825, 1441, 906, 490, 344, 728, 1273, 665, 861, 1046, 1175, 2089, 841, 1738, 1704, 247, 1477, 1909]",28,16,"[13, 17, 19, 20, 12, 11, 16, 9, 10, 21, 18, 14, 15, 22, 7]","[1716, 18, 3098, 4297, 2261, 3879, 3674, 786, 1863, 4282, 671, 4337, 4534, 1373, 940, 4139, 4932, 4187, 3172, 1832, 3707, 4128, 8, 1654, 1678, 673, 3164, 4273, 1005, 574, 1370, 4837, 2435, 2445, 2429, 1017, 4499, 926, 3848, 4563, 3823, 1201, 3541, 1696, 3104, 2713, 2391, 3120, 4716, 3230, 1633, 362, 133, 1057, 1671, 4862, 334, 1072, 2278, 4434, 1053, 2352, 1419, 2659, 4021, 3967, 2097, 1526, 3267, 3846, 2020, 3441, 1106, 1872]","[18, 1716, 2261, 3098, 3879, 4282, 3674, 786, 3707, 4128, 8, 1654, 673, 4534, 4273, 1005, 1370, 1373, 940, 4499, 4563, 3541, 3104, 4187, 2391, 3120, 4716, 4297, 1633, 362, 1863, 334, 2278, 1053, 1419, 4021, 3267, 3846, 4932, 3441, 1872]"
992,"[49, 1239, 39, 1005, 465, 484, 1453, 244, 1902, 1103, 601, 647, 2041, 1740, 1087, 443, 1382, 1210, 895, 783, 617, 467, 702, 1167, 914, 557, 32, 473, 1683, 1912, 1935, 554, 1186, 674, 885, 520, 292, 1195, 496, 1609, 248, 79, 1591, 13, 1934, 295, 1399, 342, 2001, 1174, 180, 51, 397, 933, 668, 934, 195, 1097, 1943, 301, 2003, 386, 1666, 1169, 1613, 1573, 1793, 880, 75, 1771, 399, 1630, 118, 1569, 14, 1002, 721, 1376, 1763, 519, 1803, 112, 1198, 918, 1701, 2007, 1835, 1147, 551, 800, 1219, 57, 1122, 968, 219, 1325, 1077, 1049, 553, 1173, 1968, 884, 814, 1443, 154, 1725, 162, 1333, 225, 819, 1807, 1014, 83, 1894, 1957, 572, 319, 406, 1627, 912, 1913, 896, 987, 2069, 1549, 199, 922, 1289, 1416, 682, 43, 633, 1449, 947, 1918, 117, 953, 283, 999, 657, 949, 1990, 2077, 1142, 1746, 1120, 326, 1404, 442, 1551, 928, 3, 221, 729, 1139, 125, 1419, 2083, 156, 2054, 549, 1128, 1367, 1248, 1754, 105, 220, 308, 466, 433, 1907, 1768, 755, 1402, 972, 1123, 1257, 1435, 1762, 555, 254, 1834, 568, 29, 2059, 1380, 951, 1129, 1358, 1953, 413, 1582, 1541, 1942, 1927, 1628, 371, 1579, 811, 844, 900, 1663, 720, 272, 414, 487]",23,51,"[7, 9, 14, 18, 19, 20, 11, 6, 21, 10, 12, 15, 22, 13, 17, 23, 8, 16, 5, 0]","[992, 2429, 177, 4296, 419, 4618, 2441, 1070, 1644, 4449, 152, 3787, 1959, 4793, 3855, 2600, 786, 2356, 2227, 2676, 3389, 989, 913, 1233, 31, 1755, 3358, 1251, 3523, 4274, 3270, 144, 156, 1560, 3816, 703, 1025, 4716, 3812, 2200, 1716, 2579, 999, 3933, 350, 1133, 3198, 4332, 2893, 4593, 2257, 2610, 3958, 3659, 3231, 1287, 1942, 4293, 2455, 2278, 1950, 770, 2588, 1608, 2564, 4275, 2542, 336, 1643, 964, 2270, 238, 1284, 783, 4087, 717, 2598, 3737, 1810, 1313, 945, 1799, 854, 1088, 869, 4861, 167, 574, 4169, 3114, 3662, 4243, 4436, 3257, 503, 4771, 930, 940, 966, 765, 3182, 4860, 1808, 2303, 3898, 3444, 2953, 4127, 300, 721, 2719, 3556, 3232, 732, 142, 3440, 2501, 4499, 848, 3833, 701, 1423, 3122, 3495, 3684, 3926, 3349, 4486, 2955, 2149, 105, 1278, 1680, 3645, 3127, 1375, 372, 218, 2387, 1014, 4652, 3083, 38, 3672, 2554, 4912, 4456, 83, 1352, 4030, 319, 4115, 2187, 534, 2595, 2367, 619, 297, 3132, 1555, 1702, 3456, 411, 1319, 3206, 3059, 88, 2891, 4849, 1834, 3954, 602, 4797, 669, 2236, 1969, 3466, 3972, 1291, 4005, 1051, 4437, 3752, 63, 2246, 2118, 198, 3496, 3306, 1052, 3594, 4354, 3336, 3569, 4512, 3668, 942, 3610, 3638, 969, 3869, 4144, 384, 1200, 4890, 2731, 746, 3514, 4050, 1956, 1461, 4509, 1902, 412, 1747, 2176, 2486, 4377, 3963, 3098, 3319, 4048, 965, 3719, 1286, 3549, 4746, 1986, 4753, 2802, 1193, 637, 1223, 1884, 1717, 1660, 3513, 2717, 1632, 3665, 4896, 915, 3346, 4708, 2510, 2737, 4641, 3046, 3004, 2369, 2114, 2309, 3928, 4056, 647, 3702, 741, 3475, 4324, 334, 2844, 4479, 668, 601, 1579, 2027, 3359, 2417, 1597, 1735, 2485, 352, 3353, 4702, 3461, 138, 3595, 3804, 1137, 4715, 1922, 1908, 3494, 176, 36, 1325, 329, 459, 53, 4555, 362, 219, 816, 1837, 4846, 4141, 1135, 3952, 3500, 2764, 73, 4415, 4659, 4672, 762, 1379, 2113, 2988, 80, 2580, 195, 4221, 2059, 112, 1858, 1720, 1599, 1682, 2163, 2980, 2192, 2659, 363, 3602, 1271, 2290, 4527, 3299, 3171, 2051, 1161, 1396, 1962, 1979, 433, 1964, 3450, 3424, 3530, 2488, 2083, 4888, 330, 1728, 309, 4094, 3770, 670, 4366, 610, 1724, 2685, 4069, 2017, 1936, 4905, 1656, 1265, 518, 3011, 422, 3341, 3394, 3001, 4302, 2613, 1266, 697, 1290, 3970, 3230, 1425, 48, 1082, 2483, 4098, 4824, 1739, 1891, 4544, 3191, 4207, 1034, 3322, 751, 1101, 1878, 504, 3724, 2161, 3825, 3545, 3706, 3621, 2684, 4051, 2445, 1758, 3344]","[992, 2429, 4296, 177, 419, 4618, 2441, 1070, 1644, 152, 3787, 4793, 4449, 1959, 1251, 3855, 2356, 2676, 989, 1560, 786, 144, 3389, 3270, 703, 1233, 4716, 31, 913, 3812, 2227, 2200, 3523, 2257, 1755, 2600, 3816, 770, 4274, 156, 2542, 1942, 4332, 2893, 3659, 3933, 3231, 4593, 1133, 1643, 964, 2270, 4436, 3257, 930, 765, 3958, 1716, 1025, 2719, 3556, 3232, 732, 1799, 2598, 2501, 3833, 350, 1287, 3495, 3926, 3198, 4275, 2610, 167, 574, 2955, 999, 4293, 3645, 3127, 372, 2387, 3672, 2554, 4912, 2564, 4030, 2187, 940, 3182, 534, 4771, 4860, 783, 2278, 2303, 3206, 3954, 2236, 3972, 1291, 1051, 3737, 4437, 1950, 2118, 3496, 854, 3594, 3336, 3569, 3668, 3440, 4499, 701, 3638, 3869, 142, 384, 1200, 2731, 1088, 746, 3684, 4509, 1902, 1747, 2176, 4377, 3098, 3319, 4048, 869, 1286, 4746, 1986, 2802, 3349, 637, 1223, 4486, 1884, 1660, 2717, 3665, 4896, 915, 4708, 2369, 105, 4169, 2309, 4056, 1278, 4243, 647, 1680, 3475, 334, 2844, 945, 2027, 2485, 3461, 138, 4715, 503, 3494, 1313, 3083, 1325, 459, 219, 4846, 3500, 4456, 4659, 762, 1379, 80, 195, 1858, 1599, 2192, 2659, 4115, 4861, 3171, 2595, 2051, 2367, 238, 3662, 300, 297, 433, 3132, 3450, 3456, 330, 1728, 610, 2685, 1936, 4905, 1319, 1265, 518, 422, 3341, 3394, 4302, 1266, 3898, 1290, 3970, 2891, 88, 3444, 1608, 3358, 3059, 848, 1014, 3191, 1834, 751, 218, 411, 2953, 1808, 1878, 504, 319, 4652, 4127, 3545, 4797, 4087, 669, 3621, 4051, 2455, 2445, 3344]"
993,[587],19,5,"[19, 20, 18]","[2429, 1608, 1644, 3958, 177, 1732, 2564]","[1608, 3958, 2429]"
994,"[410, 1856, 400, 1830, 1788]",146,25,"[18, 8, 10, 21, 11, 9, 7, 13, 15, 20, 16, 14, 22]","[1539, 4727, 2715, 2331, 2399, 994, 4433, 4876, 4665, 2843, 4818, 4590, 341, 127, 2351, 2451, 1505]","[1539, 2715, 4433, 4665, 2843, 2399, 4590, 341, 994, 4727, 1505]"
995,"[1764, 675, 69, 1203, 251, 1782, 1322, 1223, 1784, 1077, 2072, 13, 321, 911, 489, 1123, 1422, 698, 1952]",23,16,"[12, 10, 14, 18, 13, 15, 20, 9, 16, 21, 17, 11, 7, 22]","[786, 3789, 2644, 4324, 1969, 3384, 3301, 2886, 1682, 1507, 4407, 125, 1540, 3752, 1716, 3506, 1897, 3534, 4846, 3447, 4128, 1842, 4114, 4330, 4258, 4748, 8, 4499, 1608, 3600, 4206, 334, 3011, 3466, 362]","[786, 3789, 4324, 4407, 125, 3752, 1969, 1716, 1897, 4846, 4128, 4114, 4330, 4748, 4499, 3600, 3384, 334, 3011, 3466, 3301]"
996,[717],134,53,"[20, 22, 17, 0, 21, 1, 23, 18, 19, 15, 16]","[356, 2313, 4710, 2017, 2893, 1981, 3469, 38, 572, 970, 4274, 4716, 2466, 2547, 996, 1696, 1130, 2429, 4672, 1014, 3404, 4512, 2972, 1835, 36, 3812, 1064, 411, 3347, 3662, 2417]","[356, 2313, 2893, 970, 1696, 38, 572, 4274, 2017, 4716, 4672, 3404, 36, 996]"
997,"[1717, 1104, 1190, 1871, 1783, 1481, 752]",55,46,"[19, 10, 15, 20]","[1969, 1377, 3892, 3416, 4918, 967, 4861, 1865, 4127, 362, 776, 3898, 4415]","[1969, 967, 3892, 1377, 1865, 362, 3898, 3416, 4415]"
998,"[469, 881, 473, 440, 1587, 400, 1889]",39,16,"[17, 14, 20, 12, 15, 19, 8, 18, 13, 21, 16]","[4128, 4238, 4560, 1775, 3558, 3050, 1553, 2583, 4546, 334, 2709, 2050, 1599, 1601, 2740, 1183, 1668, 2876, 1525, 3896, 285, 1684, 1337, 4892, 2104, 4051, 4123, 1348, 1839, 2056, 2239, 3301, 786, 4836, 244, 841, 2473, 1979, 1185, 2167, 1584]","[4238, 4560, 1775, 3558, 4546, 2583, 1601, 2709, 2050, 285, 1684, 1337, 4051, 4123, 1839, 786, 4836, 334, 2473, 1185, 2740, 1584]"
999,[647],1,51,"[7, 8, 15, 13]","[3702, 2455, 992, 4293, 1688, 419, 1476, 2429, 2676, 2270, 417, 3855, 66, 701, 1278, 703, 926, 4123, 836, 940, 3153]","[2455, 992, 4293, 419, 1476, 2429, 2676, 2270, 66, 701, 3702, 926, 4123, 940, 3153]"
1000,[943],81,8,"[18, 10, 9, 12, 16]","[1000, 2431, 3943, 3466, 978, 1687, 3833, 2273, 2429, 177, 773, 1471]","[1000, 2431, 3466, 3943, 3833, 978, 1687, 773]"
1001,[1107],63,2,"[19, 18, 6]","[1952, 2993, 814, 1001, 3908, 590, 765]","[1952, 3908, 2993, 765, 1001, 814, 590]"
1002,[1032],39,51,"[21, 20, 22, 19, 18]","[2738, 3794, 2481, 4307]","[3794, 4307]"
1003,"[1117, 1801, 663, 1546, 1879, 961, 313, 485, 1627, 1635, 1899]",23,50,"[19, 20, 16, 17, 7, 21, 12, 14, 18, 8, 23, 10]","[3226, 4852, 679, 4757, 861, 459, 1647, 1652, 3361, 3595, 3644, 775, 534, 40, 177, 2608, 368, 3305, 2181, 4768, 4769, 2044, 4098, 2129, 1655, 1561, 1954, 4601]","[4852, 3226, 861, 679, 534, 177, 368, 4757, 3305, 775, 3361, 1647, 3644, 4769, 2044, 4098, 1655, 1561, 4601]"
1004,[440],39,46,"[0, 23, 18, 22, 19, 20]","[304, 4640, 4186, 2708, 3338, 1803, 617, 2755, 2646, 3550, 1947]","[304, 4186, 3338, 2755]"
1005,"[174, 427, 283, 2055, 1925, 722, 1112, 71, 1012, 2092]",30,46,"[8, 16, 21, 13, 17, 11, 14, 9, 12, 15, 18, 22]","[1005, 2852, 3447, 2408, 1956, 2988, 465, 4843, 1620, 4207, 1747, 4349, 4316, 1878, 534, 93, 3538, 1815, 3914, 1078, 3546, 786, 2972, 4662, 4407, 2493, 2396, 2453, 4659, 4702, 195, 3855, 2588, 1578, 2100, 4437, 2149, 991, 3098, 1226, 1594, 4449, 3846, 3081, 1286, 1306, 3122, 18, 4696, 4485, 1385, 4435, 4093, 1714]","[1005, 1956, 3447, 465, 4843, 1620, 2852, 2988, 1747, 93, 3546, 2972, 4407, 1878, 4316, 4207, 4659, 4702, 2100, 2149, 3098, 1226, 1815, 1594, 534, 3081, 1306, 18, 4435, 1714]"
1006,"[1484, 1897, 1135, 1087, 1429, 1496, 1352, 477]",19,50,"[14, 2, 16, 19, 21]","[2778, 2067, 3817, 2398, 1266, 36, 177, 848, 2501, 4159, 2827, 2368, 1374, 3321, 4126, 2414, 4704, 1562]","[2778, 1266, 177, 2501, 2067, 2827, 2368, 3321, 2414, 1562]"
1007,"[1483, 379, 769, 1132, 1894, 1354, 820]",46,51,"[14, 18, 15, 19, 17]","[177, 4052, 2062, 1884, 3284, 3175, 1266, 1307, 786, 743, 420, 3150, 1869, 2566, 4070, 2134, 1732]","[2062, 3284, 3175, 1307, 786, 420, 3150, 2566, 4052, 1732]"
1008,"[495, 387, 443, 1059, 1519, 2051, 397, 77]",57,50,"[18, 17, 15, 19, 22, 7, 21, 12, 11, 20, 13]","[411, 368, 3038, 499, 2398, 1092, 3525, 4532, 765, 3441, 3459, 4716, 2374, 679, 1795]","[368, 411, 765, 3441, 2398, 3459, 4716, 679, 1092, 3525]"
1009,"[385, 1384, 1200, 524, 624]",96,5,"[12, 8, 18, 9, 13, 15]","[1350, 3655, 4911, 749, 4482, 494, 4274, 177, 4499, 2042, 4648, 824, 2356]","[1350, 749, 494, 177, 3655, 4648, 4911, 824]"
1010,[1532],1,58,"[6, 0, 22, 16, 8, 5, 7]","[1010, 4124, 3218, 2340, 3447, 317, 4050, 4726, 4716]","[1010, 4124, 3218, 2340, 3447, 317]"
1011,"[1443, 629, 1210]",30,16,"[8, 7, 11, 9, 14, 13, 10]","[3803, 3260, 735, 4419, 3874, 4434, 2287, 1198, 1838, 1716, 2965, 2524, 80, 4933, 3320]","[735, 3803, 3260, 1198, 4419, 3874, 2965, 2524, 80, 4933, 3320]"
1012,"[628, 926]",31,22,"[8, 15, 19, 18, 14]","[2724, 4063, 3929, 2108, 4784, 2988, 4316, 177, 786, 1012, 411, 3677, 4654, 305, 2286, 3205, 1999, 4410, 3538, 3466, 2078, 3154, 1716, 1202, 4341]","[2724, 4063, 2108, 2988, 177, 4316, 3929, 1012, 3677, 3538, 3154, 4341]"
1013,"[1223, 1186, 372, 238]",72,24,"[8, 7, 22, 15, 19, 18, 10, 11, 17, 12, 0, 21, 23, 4]","[2843, 2322, 786, 3966, 2311, 3836, 3111, 55, 159, 1364, 1173, 3673, 2347, 2286, 1266, 1596, 1184, 2197, 4537, 3760, 765, 762, 4591, 177, 3550]","[2322, 2843, 786, 3111, 1364, 2347, 1266, 1184, 2197, 159, 3760, 3836, 765, 762, 177]"
1014,"[1051, 681, 39, 1972, 898, 1121, 1736, 326, 873, 1248, 1755, 297, 1363, 884, 632, 1234, 1255, 1404, 655, 913, 910, 1203, 2, 965, 239, 563, 653, 977, 813, 406, 1793, 375, 598, 1387, 1068, 91, 920, 142, 558, 1683, 1260, 1703, 1547, 1864, 14, 118, 717, 715, 593, 147, 2006, 459, 703, 645, 208, 1337, 178, 2075, 331, 1604, 1176, 1016, 94, 1258, 871, 1282, 1538, 667, 1957, 2081, 1017, 1366, 1956, 2090, 967, 1285, 869, 417, 1186, 2053, 1512, 256, 2098, 572, 1872, 1467, 1372, 759, 1129, 877, 2011, 1727, 1726, 710, 466, 1685, 445, 1806, 1153, 687, 646, 1596, 1263, 365, 1686, 792, 524, 130, 307, 464, 1708, 1921, 949, 980, 249, 1592, 1342, 418, 1081, 360, 2102, 474, 41, 773, 760, 764, 1541, 2002, 1164, 1356, 137, 1932, 1099, 891, 286, 1070, 568, 1268, 1519, 671, 1905, 1738, 340, 20, 1418, 1374, 1460, 571, 219, 454, 976, 117, 1560, 989, 818, 906, 433, 1589, 1415]",23,19,"[8, 14, 15, 19, 20, 0, 17, 22, 9, 10, 11, 12, 18, 21, 23, 7, 13, 16, 5, 6, 1, 2]","[1014, 3958, 3001, 2393, 177, 4805, 2278, 368, 3059, 2142, 1716, 786, 940, 970, 4273, 574, 2613, 2337, 2429, 1950, 1064, 1799, 2818, 765, 4862, 4591, 3056, 3216, 1721, 4672, 4499, 4129, 1139, 4531, 4553, 3164, 4123, 781, 1220, 2719, 1678, 3098, 4274, 2135, 8, 3487, 1969, 4534, 1808, 4716, 872, 4819, 2972, 2243, 3536, 30, 2414, 3466, 1025, 716, 1266, 2920, 1469, 989, 1027, 534, 2242, 1752, 3806, 2322, 1786, 362, 4599, 1604, 4087, 506, 2200, 4296, 321, 894, 521, 3565, 3752, 4189, 3029, 2437, 3688, 4635, 712, 2962, 2828, 4438, 3238, 945, 167, 3812, 869, 3289, 2159, 2717, 3017, 746, 4056, 334, 3556, 2399, 1965, 300, 2237, 1964, 2843, 3649, 3182, 395, 3093, 992, 1855, 929, 5, 3569, 1184, 385, 3253, 909, 1867, 750, 2182, 1935, 760, 3966, 195, 3948, 3601, 697, 1465, 4483, 4051, 372, 2006, 2988, 2434, 1671, 386, 1696, 616, 3493, 2530, 2027, 4861, 240, 2561, 1282, 2436, 665, 3933, 3799, 2091, 3568, 3120, 1323, 2391, 3205, 3482, 2445, 2059, 1186, 2685, 604, 1819, 1396, 803, 2441, 3077, 3578, 3668, 1274, 3549, 1377, 3538, 3447, 2260, 503, 3546, 3832, 741, 1183, 1362, 1028, 1925, 3038, 4128, 2639, 1070, 4094, 2635, 3410, 1439, 2246, 2731, 2547, 3802, 996, 3574, 380, 1258, 1852, 3424, 705, 3270, 4050, 246, 2993, 1373, 356, 38, 4557, 1560, 4165, 987, 1720, 1844, 4298, 3174, 2893, 1226, 1822, 1233, 1777, 3635, 1578, 4546, 144, 1642, 2318, 2294, 411, 3611, 4152, 582, 2950, 4813, 4339, 3533, 82, 773, 930, 2553, 2766, 1784, 4509, 3188, 1917, 2234, 2126, 875, 4019, 2641, 406, 1038, 459, 4507, 1620, 3011, 3848, 172, 4552, 2101, 1440, 2595, 1650, 1596, 1182, 928, 1643, 4449, 1554, 4421, 3456, 2816, 4281, 2379, 529, 1391, 1748, 428, 3351, 217, 3898, 4416, 2768, 1034, 3559, 4415, 1103, 3339, 66, 4287, 4098, 762, 1875, 2598, 1866, 4702]","[1014, 3958, 3001, 177, 2393, 2278, 3059, 1716, 2142, 786, 4805, 574, 940, 1950, 970, 2613, 2429, 4862, 765, 1721, 2337, 1799, 368, 4553, 4129, 3216, 2818, 4591, 781, 3164, 4531, 4672, 4819, 1064, 2135, 2243, 3487, 1678, 4499, 4716, 1266, 4123, 1220, 3536, 3098, 4534, 1604, 4087, 2414, 1025, 2719, 4296, 1808, 534, 2242, 4189, 3806, 2962, 1786, 1139, 3238, 30, 4599, 4273, 4274, 8, 2200, 3466, 716, 1964, 1969, 2920, 3182, 1469, 395, 989, 1855, 1752, 1867, 321, 760, 3565, 3966, 3948, 697, 4483, 372, 2006, 3688, 2972, 712, 2434, 386, 616, 2027, 240, 945, 2436, 665, 3933, 3568, 1323, 869, 2159, 3289, 3205, 1186, 604, 1396, 3017, 3077, 3578, 1274, 506, 4056, 3538, 2437, 3556, 2260, 503, 3832, 334, 2843, 2639, 1070, 2635, 2322, 3410, 1439, 2547, 996, 1258, 3424, 246, 2993, 1373, 356, 4557, 1560, 987, 167, 1720, 992, 1844, 3174, 1226, 1822, 3635, 4546, 2318, 411, 3611, 2950, 4339, 82, 930, 3569, 929, 1917, 2126, 3253, 385, 1038, 459, 1620, 3848, 2101, 2595, 1650, 2182, 1182, 894, 1643, 1935, 4438, 750, 1554, 3456, 4281, 521, 2717, 529, 1391, 1748, 217, 4416, 1034, 4415, 3339, 4098, 2598, 1866, 4702]"
1015,"[868, 535, 1111, 35, 622, 1664, 496, 202, 364]",67,51,"[20, 21, 17, 19, 18, 23]","[1023, 3556, 4930, 922, 4552, 703, 2338, 2510, 177, 4559, 401, 2844, 930]","[4930, 922, 4552, 2338, 2510, 177, 4559, 401, 2844, 930]"
1016,"[1580, 2005, 1216, 1145, 1835, 398, 1505, 1721, 1817, 283, 1311, 471]",71,10,"[11, 9, 19, 18, 8, 15, 5]","[4087, 2963, 3512, 1644, 970, 602, 718, 2692, 2815, 450, 3034, 4068, 3105, 167, 4659]","[4087, 2963, 3512, 1644, 602, 718, 2692, 450, 3034, 4068, 4659]"
1017,"[931, 786, 247, 219, 1293, 1246]",134,16,"[18, 9, 12, 19, 23, 8, 13, 10, 0, 17, 11, 15, 20, 21]","[1716, 1205, 756, 1108, 3017, 786, 2278, 4875, 4499, 1435, 45, 4821, 926, 1863, 3456, 3848, 3565, 1969, 3441, 2155, 177, 3135, 991, 3958, 1111, 4591, 834, 1429, 3332, 3674, 4123, 411, 2585, 1143]","[1716, 756, 1205, 2278, 786, 1108, 3565, 3441, 177, 991, 4499, 3017, 3958, 45, 4591, 4821, 3674, 4123, 411, 926, 1143]"
1018,"[407, 1924, 986, 230, 140, 697]",78,42,"[8, 18, 15, 17, 16, 12, 13]","[4716, 1437, 4193, 1674, 4050, 3915, 1879, 4293, 3952, 3888, 534, 1360, 4726, 1151, 1600, 339]","[1437, 4716, 1674, 4050, 1879, 3888, 1360, 4193, 1600, 339]"
1019,"[1479, 1219, 1221, 1898, 159, 1271, 630, 1436, 1790]",72,26,"[9, 14, 22, 19, 12, 8, 11, 21, 13, 20]","[906, 3784, 1019, 1624, 1716, 568, 1524, 4627, 2400, 3572, 3067]","[3784, 1019, 1624, 1716, 906, 2400, 3067]"
1020,[629],28,23,"[19, 16, 18, 11, 17, 9, 15]","[3431, 1020, 1442, 64]","[3431, 1020, 1442]"
1021,"[458, 515, 1985, 98, 616, 261]",115,46,"[13, 19, 15, 12]","[765, 4908, 1260, 4107, 2021, 1716, 436, 177, 170, 4797, 1390, 1112, 4077, 3584]","[4107, 1260, 1716, 177, 765, 170, 1390, 4077, 3584]"
1022,"[43, 410, 1514, 1185, 726, 1572, 356]",13,40,"[19, 20, 15, 10, 13, 18, 14, 11]","[3960, 833, 1876, 4336, 2689, 714, 2284, 2742, 308, 3691, 2821, 3011, 2710, 2119, 1969, 36]","[833, 1876, 308, 4336, 2689, 2821, 3011, 714, 2119, 36, 2284]"
1023,"[1755, 597, 1391, 1046, 57, 868, 37, 1272, 1941, 1218, 503, 2038, 188, 1922, 1330, 496, 1088, 1865, 1074, 907, 1210, 625, 1111, 143, 1954, 2075, 557, 1904, 1580, 427, 165, 1142, 71, 1080, 1205, 1253, 1577, 1552, 1315, 622, 1664, 1475, 173, 2007, 1634, 791, 1, 202, 68, 1823, 1990, 1620, 1232, 1200, 1703, 335, 532, 61, 1708, 324, 29, 1032, 1595, 1536, 364, 1187, 1718, 924, 1927, 171, 49, 1001, 1566, 1752, 1163, 1292, 1229, 1221, 281, 1995, 856, 1389, 1931, 1871, 1227, 1501, 2011, 372, 548, 244, 432, 569, 1333, 1192, 1335]",28,51,"[18, 19, 21, 8, 7, 10, 9, 11, 20, 12, 15, 13, 17, 14, 6, 16, 22, 23, 0]","[2300, 2129, 4297, 3556, 2270, 1023, 4648, 4293, 3949, 3756, 1015, 3426, 375, 3171, 1716, 703, 930, 217, 2359, 1664, 1677, 2411, 300, 3084, 4716, 786, 2481, 2927, 1148, 177, 1164, 368, 3473, 4176, 4731, 3958, 103, 3381, 3635, 2890, 4450, 1057, 2296, 4492, 4886, 1961, 699, 2391, 2533, 3726, 2248, 3937, 4559, 2228, 2186, 2700, 3067, 2318, 195, 3083, 2429, 3114, 4479, 4537, 4701, 88, 1039, 741, 270, 2766, 3271, 459, 1632, 1784, 1324, 2950, 542, 3339, 2591, 166, 36, 73, 4828, 2702, 3944, 4284, 1478, 3508, 4466, 362, 3200, 4570, 3846, 4771, 4415, 4115, 334, 4449, 2557, 765, 4917, 4161, 4383, 2844, 753, 2668, 3896, 1500, 4818, 2385, 4220, 2168, 1653, 4673, 494, 2026, 1875, 4509, 1739, 4884, 3388, 4266, 625, 971, 3389, 2455, 2227, 473, 1809, 3804, 1650, 3711, 4861, 4702, 2993, 4805, 2776, 1996, 2397, 836, 65, 1644, 4457, 1122, 1191, 4674, 619, 4274, 1793, 4552, 1383, 4614, 939, 1808, 4900, 2868, 3444, 4348, 2712, 4591, 2195]","[2300, 4297, 4648, 1023, 2270, 3556, 1015, 3756, 4293, 3171, 2129, 930, 2411, 1716, 2359, 300, 786, 3426, 1677, 2927, 1148, 3949, 217, 1664, 3084, 375, 703, 2890, 4450, 2186, 3083, 1164, 4479, 4537, 4701, 88, 1039, 368, 4731, 2766, 3271, 103, 459, 3635, 1784, 1057, 2296, 4492, 1324, 2591, 73, 4828, 2702, 3944, 4284, 1478, 4466, 362, 4771, 4415, 1961, 4115, 2533, 3726, 2557, 765, 2248, 4161, 4383, 177, 4886, 3896, 2228, 3381, 2385, 4220, 1653, 2026, 4509, 3473, 625, 2700, 971, 2318, 473, 1809, 4702, 4805, 4176, 65, 1122, 195, 619, 4274, 1793, 2429, 1383, 939, 4900, 3444, 4591, 2195]"
1024,"[1263, 1858]",75,19,"[8, 13, 16, 10, 17]","[153, 2262, 2194, 480, 2241, 1469, 4442, 322, 1745, 2715, 989, 4649, 4140, 2148]","[2262, 2241, 2194, 153, 322, 2715, 4140, 1469]"
