Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
135,"[1521, 1026, 1926, 2780, 2545, 2103, 2818, 231]",160,275,"[22, 18, 17, 3, 7, 4, 0, 2, 1]","[1741, 2983, 175, 6466, 244, 5244, 2086, 3880, 1470, 4953, 6029, 641, 2345, 3938, 6027, 6632, 2634, 2016, 779, 308, 6089]","[1741, 175, 6466, 5244, 3880, 4953, 641, 3938, 6632, 2634, 779, 6089]"
136,"[2233, 2900, 3104, 2276, 217, 298, 42, 1478, 935, 210, 276, 1054, 2166, 3030]",209,191,"[22, 20, 2, 19, 1, 23, 18, 17, 3, 7, 6, 4]","[5859, 4573, 5072, 1909, 3019, 3419, 2382, 2354, 461, 3300, 2559, 2116, 1230, 2681, 301, 4614, 6114, 5199, 4682, 2773, 5233, 668, 1714, 3060, 4077, 3515, 5253, 1604, 1200, 6412, 3440, 6303, 3840, 3416, 6612, 1424, 3706, 5878, 2318, 1671, 5370, 688, 986, 1849, 3095, 4977, 5900, 4756, 6362]","[5859, 4573, 2382, 1909, 461, 2559, 1230, 6114, 5072, 5233, 2354, 1714, 3019, 3416, 2318, 5370, 688, 1849, 4977, 5900, 6362, 3419]"
137,[2823],263,29,"[9, 8, 17, 1, 5, 7, 16, 22, 6, 15, 4, 21, 3]","[1280, 51, 137, 6157, 5164, 2225, 1196, 6431, 4066, 3158]","[1280, 51, 5164, 6431, 137, 6157]"
138,[220],198,10,"[18, 19, 17, 21, 22, 20]","[371, 1648, 2704, 3196, 918, 4572, 541]","[371, 2704, 3196, 4572, 1648]"
139,"[1427, 1947, 883, 1579, 1039, 2556]",111,504,"[17, 1, 19, 20, 21, 16]","[2977, 4714, 2079, 2812, 1360, 6430, 6810, 506, 4383, 5885, 1441, 6609, 1388, 3280, 2140, 1735, 5986, 3242, 3924, 2019, 4300, 5466]","[2977, 2812, 6430, 506, 1441, 3280, 5986, 3242, 4714, 2019, 5466]"
140,"[2377, 1706, 1362, 2595, 585, 2884, 1369, 1913, 1374, 200, 1064]",42,434,"[19, 1, 18, 2, 3, 4, 17, 21, 0, 23, 16, 5, 15]","[1127, 1714, 6117, 5034, 3547, 2911, 5243, 6285, 352, 2539, 4625, 2313, 1246, 6843, 1122, 6651, 3188, 4471, 6102, 5543, 3914, 1719, 1718, 6700, 3152, 2695, 4198, 5990]","[1127, 6117, 3547, 2911, 1714, 5243, 1246, 5034, 352, 3188, 4471, 5543, 3914, 1718, 2539, 3152, 4198, 6285]"
141,"[933, 2598, 27, 1239, 1935, 1976, 1815, 177, 899, 1010, 900, 2413, 2718, 1244, 1143, 3043, 2014, 806, 2106]",104,29,"[21, 22, 23, 5, 20, 3, 17, 0, 1, 18, 19, 2, 16, 6, 14]","[4239, 161, 6451, 2833, 141, 3954, 835, 2593, 6264, 6755, 6838, 3403, 5419, 3203, 842, 4442, 3093, 760, 3169, 3739, 6350, 2813, 3749, 922, 508, 5320, 3742, 3015, 1581, 4482]","[4239, 3954, 141, 6755, 3403, 5419, 842, 3093, 760, 3169, 3739, 161, 3749, 5320, 3015, 6451]"
142,[54],187,157,"[22, 14, 2, 3, 4, 1, 5]","[142, 1658, 5660, 5078, 2635, 5656, 3096, 842, 5740, 1897]","[5660, 142, 1658, 3096, 5656, 2635, 5740, 1897]"
143,"[1219, 2022, 2362, 418, 2001, 3194]",203,71,"[19, 18, 3, 15, 20, 2, 0, 4]","[143, 1178, 149, 4847, 4137, 4338, 2264, 5417, 842, 2639, 3095, 3418, 2680, 1695, 2300, 3068]","[143, 1178, 149, 4137, 2264, 842, 3095, 2680, 4847, 3068]"
144,"[1394, 3119, 56, 1924, 271, 401, 2318]",160,29,"[19, 21, 3, 4, 9, 1, 23]","[5689, 328, 1500, 3364, 2222, 6270, 1980, 6609, 2865, 813, 1533, 4869, 1416, 718, 2269, 3215, 3314, 2585, 4220]","[5689, 2222, 328, 1980, 1500, 813, 4869, 718, 2269, 3314, 2585]"
145,"[1275, 363, 705, 338, 2549, 2056, 2806, 2979, 1304, 1860, 1547]",83,335,"[5, 17, 18, 22, 3, 20, 21, 23]","[1417, 4908, 3266, 6679, 4497, 4223, 1279, 6775, 3304, 3837, 6173, 5303, 4356, 2305, 3664, 4345, 2292]","[3266, 1417, 6679, 4223, 4908, 6173, 2305, 4345, 2292]"
146,"[2159, 1202, 899, 1936, 2461, 995]",267,173,"[2, 7, 23, 6, 4, 3, 21]","[2895, 814, 4276, 1767, 2486, 5819, 6241, 15, 3494, 3717, 4995, 775, 441, 5983]","[814, 2895, 4276, 2486, 1767, 5819, 6241, 15, 3717, 4995, 5983]"
147,"[824, 1929, 1275, 430, 3057, 1047, 923, 2470, 1747, 513]",234,35,"[3, 18, 20, 21, 17, 5, 0, 2, 19]","[4085, 2302, 1240, 129, 4566, 5327, 417, 4745, 943, 6233, 1946, 2709, 403, 6084, 1580, 56, 6173, 4689]","[4085, 2302, 417, 943, 1946, 2709, 6084, 56, 129, 4566, 4689]"
148,"[239, 438, 2413, 1135, 1854, 2702, 1979, 2476, 1815]",16,29,"[2, 5, 8, 4, 3, 1]","[1492, 770, 4104, 2124, 4588, 4478, 6820, 3302, 5408, 6501, 4849, 6407, 2635, 3208, 6427, 4275, 2339, 4357, 4843]","[4588, 4478, 770, 3302, 5408, 1492, 4849, 6407, 2635, 3208, 4275, 4357, 4843]"
149,"[567, 710, 418, 2864, 1640, 1094, 2741]",203,450,"[22, 16, 15, 23, 3, 0]","[143, 1604, 149, 4897, 3381, 5957, 6133, 3486, 1909, 663, 3875, 713, 6385]","[4897, 143, 6133, 1604, 1909, 149, 3381, 6385]"
150,[1330],137,184,"[17, 18, 23, 16, 21, 22, 20, 0, 19, 15]","[989, 233, 4726, 150, 4309, 2572, 991, 1047, 2973, 2185, 305, 6634, 2259, 3747, 2875, 4331, 4102, 2044, 526, 2400, 1534, 2712, 95, 4601, 4733, 2060, 1371, 6515, 1746]","[989, 233, 4309, 1047, 2185, 991, 150, 2973, 3747, 2875, 2572, 305, 2400, 6634, 4726, 2712, 2259, 4601, 2060, 1746]"
151,[2646],119,440,"[22, 13, 17, 20, 15, 16, 5, 8]","[151, 6651, 885]","[151, 6651, 885]"
152,"[2702, 1854, 3036, 1935, 542, 1946]",61,29,"[2, 5, 4, 6, 0, 3, 1, 21, 22, 20, 7, 23, 17]","[611, 3302, 4843, 152, 5757, 2196, 3548, 2310, 6099, 401, 981, 2578, 1199, 677, 12, 4138, 5567, 1635, 4530, 4638, 3227, 1348, 3045, 4513, 718, 4630, 6264, 3554, 2813, 4239, 4482, 1443, 6008, 1905, 4801, 2079, 4259, 760, 2481, 4145, 602, 6622, 4108, 4768, 4715, 1012, 4871, 1587]","[611, 4843, 3302, 2196, 152, 5757, 1199, 3548, 4138, 1635, 4638, 3045, 4513, 3554, 401, 4482, 6008, 4801, 2079, 760, 981, 4145, 6622, 4768, 1012, 1587]"
153,"[551, 1476, 2505, 1311, 2172, 2188, 1723, 2528]",62,296,"[23, 19, 20, 18, 21, 4, 22, 14, 0, 1, 17, 15]","[2961, 153, 2093, 2639, 2829, 842, 6564, 2166, 3754, 3156, 1000, 4362, 6187, 6069, 3762, 4898]","[2961, 153, 2093, 842, 2639, 2829, 6564, 3754, 1000, 6187, 3762]"
154,"[568, 1099, 3211, 3136, 2342, 863, 2727, 2091, 166, 2356, 1620, 1527]",209,287,"[3, 19, 1, 22, 7, 21, 2, 0, 23, 5, 20]","[250, 2009, 6572, 4575, 3672, 85, 5992, 3972, 3863, 808, 3630, 4116, 3352, 752, 4169, 4547, 3196, 4457, 5999, 5926, 3433, 5322, 5916, 647]","[250, 2009, 3672, 6572, 4575, 4116, 752, 3196, 5322, 85, 5916, 647]"
155,"[178, 899, 884, 2780, 2045, 1148, 471, 743, 718, 1422, 741, 1371]",235,123,"[20, 19, 21, 22, 0, 23, 5, 2]","[3706, 5256, 6281, 6491, 3341, 3651, 1730, 2622]","[5256, 3706, 3341, 6281, 3651, 2622]"
156,"[1170, 2598, 3109, 45, 788, 203, 1416, 3194, 1135, 1019, 1886, 356, 1017, 3115, 1003, 2569]",221,29,"[2, 1, 23, 0, 17, 16, 8, 14, 5, 20, 4, 3, 7]","[4809, 4882, 5478, 3984, 1196, 2384, 6838, 1245, 837, 6, 1435, 718, 3829, 2864, 3652, 6157, 757, 4188, 6777, 1674, 4373, 5444, 3130, 5362, 5257, 2177, 6301, 6041, 5295, 6384, 4239, 6476, 5505]","[4882, 2384, 6838, 837, 6, 5478, 718, 3829, 2864, 6157, 4188, 1674, 5444, 3130, 5362, 2177, 6041, 6384, 6476, 3984]"
157,"[137, 2598, 1239, 3194, 2600, 1770, 3092, 973, 2279, 2106]",105,29,"[2, 22, 5, 1, 18, 23, 9, 7, 6]","[2243, 3807, 3015, 508, 1443, 5880, 911, 4482, 5561, 1255, 4259, 3831, 158, 2068, 1067, 600, 1843, 3067, 78, 4630]","[2243, 5880, 911, 5561, 3831, 3807, 2068, 600, 1843, 3015, 4630]"
158,"[1394, 1889, 137, 2600, 1808]",191,29,"[19, 21, 2, 18, 22, 1, 3, 6, 4]","[1980, 158, 2595, 4505, 5212, 718, 6158, 2210, 6264, 82, 5399, 1120, 2068, 157, 2593, 4630, 4703]","[1980, 158, 718, 2210, 82, 1120, 2595, 157, 4630, 4505]"
159,"[1050, 256, 1019, 2824, 3096, 2453, 738, 2598, 27, 806, 1135, 1239, 1131, 153, 586, 897, 2718, 2727, 2279, 964, 2106]",15,29,"[3, 23, 4, 21, 6, 22, 20, 0, 1, 14, 17, 7, 16]","[2593, 4482, 6838, 4945, 2888, 5444, 5160, 3713, 1370, 1639, 559, 3996, 4917, 3954, 835, 5143, 3067, 3015, 1016, 2133, 4259, 6451, 3226, 5402, 3036, 2734, 2045, 1436, 377, 1158, 842, 1919, 6669, 4239, 4186, 3832, 2111, 2936, 6138, 508]","[5160, 1370, 1639, 3996, 4917, 835, 3067, 3015, 1016, 4259, 4945, 3226, 3036, 2045, 377, 842, 4482, 6669, 4239, 3832, 2888, 2936, 508]"
160,"[1999, 1608, 2235, 2713, 726, 1410, 2288, 1100, 1333, 2143, 1674, 413, 2616, 1415, 1486]",192,29,"[21, 2, 20, 0, 4, 19, 3, 23, 1]","[4524, 1553, 4201, 970, 5221, 2745, 3014, 4366, 4600, 1813, 5116, 6267, 72, 412, 3335, 310, 4698, 4593, 5855, 813, 1896, 82, 1074, 5009, 5439, 5670, 3483, 3063, 5146, 5119]","[970, 2745, 4366, 1813, 6267, 412, 4524, 4698, 5855, 1553, 4201, 1074, 5009, 5670, 3063, 5119]"
161,"[2649, 1963, 2379, 824, 933, 661, 1147, 2598, 831, 2257, 1390, 1239, 1935, 1135, 2459, 2681, 2162, 561, 341, 1720, 1395, 1097, 3056, 1513, 2765, 1017, 1484, 331, 3069, 2106, 220, 1149]",154,29,"[3, 2, 7, 21, 15, 17, 1, 12, 22, 18, 0, 5, 20, 4, 14, 6, 13, 16]","[161, 842, 4482, 141, 4681, 1034, 2439, 4817, 4239, 6264, 911, 2833, 6715, 6838, 3036, 1429, 6076, 1152, 4771, 3344, 4190, 5559, 1865, 935, 32, 2308, 4002, 1610, 2803, 3270, 3283, 1117, 6653, 4924, 4717, 3094, 3259, 125, 3734, 345, 1357, 3742, 2639, 4530, 5518, 6820, 4454, 583, 3364, 1581, 5980, 1103, 4259, 3764, 3621, 3958, 3661, 4254, 2648, 1177, 1087, 1524, 581, 783, 6842, 102]","[161, 842, 141, 4239, 2833, 4482, 4681, 6076, 1034, 4771, 4190, 5559, 4817, 935, 4002, 2803, 1117, 4924, 3259, 3734, 345, 1357, 2639, 4530, 6264, 3036, 583, 3364, 1581, 5980, 4259, 3621, 3661, 1177, 1524, 581, 102]"
162,"[722, 2752, 2272, 3057, 1019, 95, 1523]",21,506,"[22, 7, 4, 3, 1, 5, 20]","[4369, 693, 6252, 689, 3495, 6876, 3256, 2080, 4241, 6735, 486, 6571, 4085, 6849]","[4369, 6876, 693, 4241, 486, 6571, 6849]"
163,"[2319, 937, 2453, 2800, 279, 2736, 2780, 736, 72, 1157, 2332, 3111, 87, 2588, 1782, 1751, 2310, 2012, 2724, 357, 2268, 459]",8,147,"[23, 18, 2, 1, 20, 21, 0, 22, 3, 16, 17, 19, 5, 4]","[163, 2789, 4301, 2706, 3913, 2622, 2429, 1550, 738, 4953, 3197, 5808, 6823, 6868, 5489, 1005, 850, 2824, 6024, 1874, 1123, 4923, 5016, 4409, 222, 836, 6773, 1677, 1714, 2484, 6709, 557, 3923, 4932, 1699, 4763, 1558, 4071, 1087, 1788, 1287, 3810, 1843, 2073, 3072, 1520, 5618, 563, 926, 3164, 1391, 5077, 6314, 2634, 2405]","[163, 3913, 2622, 6868, 2429, 1005, 850, 6024, 4923, 4409, 836, 1677, 1714, 6709, 3923, 4932, 1699, 4301, 4763, 1558, 4071, 2789, 1287, 1843, 3072, 1520, 738, 4953, 563, 2706, 926, 3164, 6314, 5808, 2405]"
164,"[423, 2593, 1019, 1301, 2808, 1806, 1233, 153, 2267, 941, 108, 1398, 2023, 282]",153,541,"[22, 20, 14, 21, 1, 23, 0, 15]","[4518, 2222, 5782, 4103, 5559, 6779, 1501, 3852, 3538, 4665, 2532, 1475, 5627, 3008, 2780, 869, 6492, 4357, 4919, 385, 1523, 1177]","[4518, 5559, 1501, 3538, 2532, 3008, 2780, 869, 6492, 4919, 1523, 1177]"
165,[472],217,372,"[5, 22, 3, 23, 1]","[3814, 951, 165]","[3814, 951, 165]"
166,"[2056, 468, 1135, 2235, 844, 2880, 142, 1964]",68,453,"[1, 0, 17, 2, 21, 20, 22, 3, 19]","[2722, 2650, 4646, 934, 1387, 1917, 1735, 1448, 1174, 3162, 3358, 740, 1990, 3073, 1347, 2490]","[2722, 2650, 1917, 1735, 1448, 4646, 3358, 934, 1990, 1347]"
167,"[1202, 1960, 148, 1952, 230]",222,161,"[1, 19, 18, 3, 22, 23, 0, 17, 2, 20, 15]","[5819, 2702, 5609, 6241, 6397, 3717, 2868, 287, 5836, 4452, 2109, 3795, 6905, 2015, 5666, 5755, 5597, 1700]","[5819, 2702, 287, 5609, 5836, 2109, 6397, 3795, 6905, 2015, 6241, 3717, 1700]"
168,"[2892, 2216, 999, 1370, 2936, 2237]",274,155,"[18, 21, 20, 3, 5, 1, 0]","[3090, 2358, 1447, 4385, 2316, 1121, 1813, 2022, 2740, 1935, 750, 4513, 1252, 2472, 1534, 3738, 4207, 4779, 2733, 2743]","[3090, 4385, 1813, 2740, 750, 2358, 1252, 1534, 4207, 2743]"
169,"[907, 3073, 933, 2123, 1937, 1929, 3027, 2257, 2220, 2900, 3011, 2924, 2981, 1261, 1978, 1848, 1772, 557, 938, 569]",243,46,"[1, 22, 19, 2, 0, 3, 20, 4, 5, 21, 18, 16]","[3946, 2977, 4689, 1916, 3484, 269, 5584, 4646, 1839, 2509, 3436, 2209, 4051, 2407, 6865, 4392, 2794, 4482, 2482, 5526, 1100, 693, 5646, 5074, 3603, 4566, 5475, 4811, 3775, 1213, 3303, 1784, 3283, 1374, 2056, 230, 2568, 3573, 5317, 4904, 5900, 71, 1056, 2133, 6348, 3393, 5742, 5250, 6222, 435]","[3946, 3484, 269, 4646, 2509, 2209, 2407, 4392, 2794, 2977, 5526, 693, 5074, 4689, 3603, 1213, 1784, 1374, 230, 3573, 4904, 71, 2133, 3393]"
170,"[2277, 3123, 2235, 2226, 2824, 1435, 2392, 1941, 1565, 1882, 45, 2853, 1025, 1301, 2505, 150, 2342, 469, 2583, 1438, 2876, 2503]",38,457,"[21, 2, 23, 5, 0, 4, 19, 3, 22, 20, 15]","[5622, 5482, 5401, 3759, 4578, 3764, 753, 4863, 6881, 4572, 6622, 408, 5750, 2927, 3363, 3414, 1383, 6398]","[5482, 5622, 5401, 3759, 753, 4863, 4572, 408, 2927, 6398]"
171,"[1260, 583, 104, 1547]",178,234,"[2, 19, 0, 3, 6, 8, 20, 17, 7, 5, 18, 9, 10, 4, 13, 21]","[6507, 5261, 2541, 1893, 3816, 2249, 4880, 3353, 3965, 2432, 171, 4424, 96, 769, 5584]","[6507, 5261, 2541, 3965, 1893, 3816, 4880, 171, 5584]"
172,"[223, 907, 2885, 832, 1882, 2815, 2808, 1935, 3006, 166, 2242, 1640, 2296, 1488, 2214]",203,214,"[19, 0, 23, 5, 1, 20, 21, 18]","[2778, 224, 3716, 2439, 3064, 651, 3628, 4190, 5288, 6219, 1289, 3211, 1899, 5486, 4418]","[2778, 3716, 3628, 4190, 5288, 1289, 1899]"
173,"[2000, 1931, 1454, 1174, 1993, 1704, 482, 1810, 691, 2414, 179, 1763, 550, 322, 1695, 2214, 1284, 1054, 2374, 434, 1737, 1064, 1485, 2032, 2151, 1451, 1297, 999, 1726, 200, 304, 615, 1000, 1755, 243, 2622, 2066, 3149, 1516, 3176, 19, 2007, 2161, 2364]",252,434,"[16, 19, 21, 3, 5, 17, 23, 20, 6, 22, 2, 1]","[893, 4158, 1456, 2622, 4216, 4075, 3547, 6222, 5528, 868, 5225, 2129, 2143, 3486, 2212, 1973, 977, 4016, 1594, 715, 889, 221, 2611, 5895, 1127, 1253, 2899, 6798, 5046, 586, 4152, 800, 1764, 6198, 2242, 1822, 1714, 783, 5652, 3930, 4529, 6856, 5049]","[893, 4158, 4075, 6222, 3547, 868, 1456, 2622, 3486, 2212, 1973, 4216, 2143, 715, 889, 2611, 586, 2242, 5528, 2129, 783, 5049]"
174,"[907, 1255, 3017, 948, 1449, 1143, 1275, 2861, 2257, 809, 2146, 2073, 1257, 2787, 999, 2747, 754, 2005]",227,35,"[17, 1, 3, 23, 16, 0, 22, 6, 19, 18, 20, 2]","[174, 1173, 4200, 3087, 3223, 1359, 1345, 2123, 204, 619, 6205, 414, 4051, 3910, 4857, 380, 1983, 5279, 518, 5728, 5249, 1241, 2914, 3970, 4898, 6464, 5251, 5357, 3041, 5325, 6339, 6455, 6386, 842, 315, 6722, 2394, 4074]","[174, 4200, 3087, 1359, 1173, 380, 5279, 518, 2123, 5249, 1241, 3970, 619, 6464, 6205, 414, 4051, 3910, 5357, 6455, 6386, 1345, 6722, 3223, 4074]"
175,"[172, 2640, 306, 1132, 1082, 3071, 2115, 2446, 1155, 2745, 1430, 157, 832, 3000, 231, 1492]",115,275,"[0, 1, 2, 3]","[2117, 1741, 3639, 308, 2043, 6089, 1768, 135, 1549, 3601, 5973, 3671, 2917, 4953]","[1741, 2117, 6089, 1768, 3601, 2917, 4953, 3639]"
176,"[2713, 3057, 2954, 613, 1033, 592, 513, 1614]",196,56,"[19, 23, 20, 21, 3, 1, 0, 2]","[4085, 6771, 6574, 5746, 6450, 1554, 6054, 3030, 982, 6686, 501, 690]","[4085, 5746, 1554, 3030, 501, 6771, 690]"
177,[2308],227,96,"[14, 16, 22, 12, 15, 18, 21, 11, 13, 17, 19]","[2729, 1988, 4555, 3872, 177, 2062]","[2729, 3872, 177, 4555, 1988, 2062]"
178,"[1929, 1941, 2116, 1523, 356, 436, 188]",260,46,"[20, 4, 21, 2, 19, 17, 0, 23, 18]","[2466, 129, 2080, 601, 852, 6827, 4113, 5054, 1960, 2093, 930, 2715, 342, 2514, 2955, 5494, 1916, 6399, 690, 4990, 3484, 5980, 5691, 3190, 1693, 6471, 4397, 3303, 2490, 971, 2623, 5712, 4359]","[2080, 2466, 601, 129, 6827, 1960, 930, 342, 2955, 4990, 3484, 5980, 5691, 4113, 1693, 6471, 3303, 971, 852, 4359]"
179,"[1135, 1170, 2453, 937, 2049, 1295, 644, 3124, 1415, 455, 2900, 2314]",111,29,"[5, 19, 2, 20, 22, 21, 0, 23]","[6153, 4455, 5498, 4410, 2629, 5356, 2180, 3726, 6174, 3022, 5259, 5960, 4513, 970, 6003, 5004, 813, 1196, 3827, 6381, 6163, 1758, 2734, 721, 3966]","[6153, 5498, 5356, 3726, 5259, 4513, 6003, 813, 3827, 6163, 2734, 3966]"
180,"[2235, 1258, 2025, 146, 3180, 1594, 2614, 963, 1382, 2413, 507, 450, 2861, 1008, 3225, 3194, 2808, 2147, 685, 2143, 2135, 3123, 1370, 1170, 616, 1050, 2643, 2353, 289, 2591, 1471, 753, 2721, 816, 727, 1740, 1125, 3131, 767, 2289, 1940, 647, 2188]",234,29,"[4, 0, 1, 22, 19, 16, 21, 23, 20, 18]","[4681, 5749, 6187, 679, 2192, 735, 6246, 180, 842, 6838, 4861, 4626, 5503, 4975, 5711, 1111, 341, 4259, 468, 6184, 6553, 6361, 4513, 6372, 4475, 6873, 6076, 42, 4417, 3990, 4568, 1528, 2936, 3298, 624, 4646, 2460, 2046, 5792, 5742, 3833, 1919, 2604, 4002, 4849, 1089, 4227, 6668, 6218, 5131, 2303, 3421, 6715, 4094, 5693, 412, 2779, 4717, 4038, 6487, 4768, 2236, 3830, 1544, 3628, 4747, 5289, 3138, 4250, 1421, 5586, 1843, 3203, 4382, 517, 2694, 3863, 5645]","[4681, 5749, 6187, 735, 6838, 1111, 468, 4513, 4475, 679, 2192, 6076, 4417, 4568, 2936, 3298, 180, 4646, 2046, 5742, 1919, 4002, 1089, 842, 5131, 3421, 4626, 4094, 412, 2779, 4717, 4861, 4768, 3830, 1544, 3628, 4747, 3138, 1421, 5503, 3203, 2694, 5645]"
181,"[770, 2962, 27, 1734, 901, 1717, 1202, 2391, 771, 233, 2627, 1254, 3137, 1575, 2102, 729, 3125, 17, 2225, 2751, 336, 1980]",126,293,"[6, 21, 20, 16, 19, 17, 18, 0, 2, 15]","[495, 234, 936, 2639, 5677, 2512, 3357, 1181, 2137, 2480, 4328, 779, 3420, 216, 24, 6839, 5023, 3618, 2501, 1770, 4897, 4464, 775, 5666, 5189, 1116, 5094, 4380, 5233, 4343, 3230, 5588]","[495, 234, 936, 1181, 3420, 24, 6839, 3618, 1770, 775, 5666, 1116, 5233, 4343, 5588]"
182,"[2159, 543, 380, 1318, 2710, 923, 1323, 2133, 177, 114, 3152, 2371, 3204, 1012, 2697, 328, 1052, 873, 538, 3039, 899, 802, 3083, 546, 3101, 1380, 1741, 921, 913, 1027, 1150, 397, 671, 2841, 1681, 2658, 2969, 770, 1189, 1087, 2848, 2493, 2846, 3127, 3064, 743, 526, 922, 1202, 227, 1249, 1676, 1865, 3159, 1827, 1464, 2983, 2104, 3079, 2065, 1774, 355, 2594, 1044, 2280, 1502, 2221, 3202, 2812, 2125, 2329, 2736, 87, 1025, 2052, 5, 279, 1742, 3024, 2652, 696, 2852, 3068, 2086, 2046, 563, 3099, 449, 474, 3139, 1090, 1375, 2714, 298, 3137, 1575, 3175, 2427, 2894, 995, 1958, 1350, 1794, 704, 1085, 2152, 2284, 3, 326, 1903, 2638, 2834, 1994, 2426, 1763, 1448, 3089, 1492, 135, 2015, 2418, 281, 230, 865, 1980, 122, 651, 1206, 2399, 1270, 2105, 141, 579, 1951, 1400, 1123, 2265, 1583, 926, 880, 2174, 3179, 469, 1815, 1183, 1014, 166, 688, 1142, 2271, 2585, 2738, 2467, 2937, 1543, 984, 1031, 558, 2722, 462, 1238, 823, 706, 356]",78,385,"[23, 21, 7, 17, 19, 22, 2, 6, 20, 3, 4, 14, 18, 9, 11, 0, 5, 1, 16, 8, 10, 13]","[3773, 182, 3347, 4099, 6243, 3687, 2582, 1644, 775, 1830, 3653, 4328, 2398, 1623, 5666, 4503, 4423, 6652, 1181, 3316, 659, 4823, 1337, 2834, 513, 1715, 1530, 4431, 6822, 5042, 5786, 4608, 6905, 4643, 5677, 1920, 40, 1003, 2486, 1789, 6534, 3345, 5823, 1645, 6204, 2012, 3379, 3575, 1326, 2088, 2415, 2930, 886, 4663, 1665, 801, 2759, 1607, 3520, 6241, 1331, 1464, 493, 1486, 2505, 223, 1217, 1767, 1785, 4264, 3857, 4528, 3795, 5222, 5236, 964, 1284, 2274, 6753, 1725, 4105, 335, 996, 3542, 1281, 6715, 5612, 6901, 1938, 3426, 216, 3176, 2501, 6818, 3796, 1949, 3357, 4091, 2414, 6465, 1583, 397, 4789, 5931, 2895, 1593, 1270, 2701, 5608, 1459, 2453, 5094, 2211, 5565, 4248, 241, 2868, 3635, 1854, 5819, 5983, 356, 473, 1959, 6385, 3469, 3766, 6741, 1618, 5136, 2680, 4691, 6585, 951, 2775, 4934, 4462, 6121, 3854, 5384, 3683, 2155, 1018, 4070, 5821, 4826, 4276, 2666, 3757, 258, 475, 4513, 5967, 6720, 4492, 4855, 6266, 4886, 4333, 1049, 4280, 5754, 5998, 5605, 1653, 976, 912, 1467, 4444, 317, 3877, 6349, 2067, 6137, 5023, 5377, 3798, 4502]","[3773, 182, 3347, 1644, 3687, 6243, 3653, 4328, 1830, 2582, 4823, 2398, 1181, 3316, 1337, 659, 4503, 4431, 4099, 5666, 5677, 5042, 6652, 6204, 2012, 775, 3379, 1665, 40, 6822, 1003, 2759, 1789, 6534, 493, 1486, 2486, 6905, 1530, 4423, 2834, 5236, 1326, 2274, 2088, 4643, 886, 4105, 996, 3542, 4663, 6715, 1938, 3176, 6241, 1331, 3345, 2501, 1949, 3357, 6465, 1464, 2505, 1583, 2895, 2701, 5608, 1767, 2453, 2211, 5565, 241, 223, 1715, 1854, 5983, 356, 1959, 4528, 5136, 5786, 4691, 3857, 951, 2775, 4934, 4462, 1018, 4070, 4826, 801, 2666, 258, 475, 4513, 513, 4492, 4855, 1049, 4280, 1920, 5998, 3795, 1653, 976, 1467, 5222, 3877, 6349, 6137, 5023, 1623, 5377, 3798, 1645, 4264]"
183,"[352, 947, 1884, 1233, 2347, 1607, 1340, 732, 1810, 1758]",260,213,"[2, 1, 4, 9, 22, 18, 20]","[5013, 1355, 2516, 3868, 2078, 4579, 5623, 6323, 6283, 999, 4347, 4572, 2055, 4441, 1539, 3522, 5951, 4509, 4330]","[1355, 3868, 4579, 5623, 6283, 999, 4572, 1539, 5951, 4330]"
184,"[2235, 1364, 361, 137, 153, 1233, 450, 937, 2598, 1489, 3066, 546, 1484, 2476, 1674, 1130, 1900, 2643, 2454, 2025, 629, 2239, 356, 2413, 1564, 62, 4, 887, 700, 1246, 967, 2011]",208,29,"[6, 20, 3, 2, 16, 5, 0, 19, 23, 21, 22, 1, 18, 14]","[6068, 6231, 1201, 3944, 5282, 3713, 3828, 6132, 3483, 3403, 3393, 5362, 6590, 2770, 2812, 2993, 6492, 4268, 1092, 813, 5675, 82, 6069, 4759, 592, 5583, 4950, 4011, 2845, 5937, 6755, 2833, 2010, 2423, 1252, 6857, 6487, 4428, 6659, 4289, 4115, 2313, 5557, 2193, 4482, 4454, 1457, 1759, 4146, 3741, 3299, 5535, 994, 1000]","[6068, 3713, 6132, 3403, 3393, 6590, 2812, 2993, 4268, 1092, 813, 82, 6069, 592, 4950, 5937, 2833, 2010, 1252, 6487, 4428, 6659, 4115, 3944, 5282, 5557, 4454, 1759, 3741, 5535, 1000]"
185,"[2649, 1275, 2542, 2380, 2311]",6,206,"[16, 7, 18, 20, 19, 17, 21]","[4797, 1942, 6084, 2233, 5506, 3937, 584, 6046, 1747, 5357, 11, 1002, 3138, 4755, 2296, 3658, 3130, 6142, 2485, 5946, 2743, 4145, 4418]","[1942, 584, 1747, 11, 3138, 4755, 3658, 2233, 5506, 2485, 6084, 2743, 4418]"
186,"[3160, 2293, 1019, 2598, 2163, 3053, 44, 815, 957, 2600, 473, 2188]",267,29,"[8, 5, 2, 12, 6, 18, 3, 1]","[3833, 4868, 2347, 3691, 2435, 6645, 1685, 349, 436, 4299, 4165, 5655, 3577, 6422, 6173, 1120, 2068, 6041, 1506, 2142, 1162]","[2347, 6645, 349, 4868, 4165, 3577, 6173, 3833, 2068, 1506, 1162]"
