Uid,Pid,Catname,Region,Time
151,2264,127,41,2012-05-01 14:12
189,77,156,25,2012-05-01 14:20
403,674,74,63,2012-05-01 14:20
533,1646,5,81,2012-05-01 14:20
403,693,74,63,2012-05-01 14:21
84,1609,155,46,2012-05-01 14:21
120,1693,54,86,2012-05-01 14:23
776,2275,156,84,2012-05-01 14:28
84,383,33,46,2012-05-01 14:28
776,701,99,84,2012-05-01 14:29
335,503,75,23,2012-05-01 14:31
716,1917,63,84,2012-05-01 14:35
776,490,5,81,2012-05-01 14:36
397,764,87,38,2012-05-01 14:44
63,432,170,38,2012-05-01 14:44
591,2792,87,31,2012-05-01 14:44
591,1426,154,31,2012-05-01 14:44
397,866,26,38,2012-05-01 14:45
124,1309,132,36,2012-05-01 14:49
397,1628,54,84,2012-05-01 14:49
644,1468,65,84,2012-05-01 14:49
397,919,123,84,2012-05-01 14:50
35,1321,54,17,2012-05-01 14:50
128,335,157,38,2012-05-01 14:52
128,650,123,38,2012-05-01 14:52
186,1362,156,74,2012-05-01 14:52
186,1830,113,74,2012-05-01 14:52
186,30,159,74,2012-05-01 14:53
186,2407,174,74,2012-05-01 14:53
411,2427,157,84,2012-05-01 14:56
442,1617,11,38,2012-05-01 14:56
420,596,171,38,2012-05-01 14:59
606,1056,129,10,2012-05-01 15:01
620,427,129,17,2012-05-01 15:02
620,1558,110,17,2012-05-01 15:02
171,2166,13,5,2012-05-01 15:06
667,1590,174,38,2012-05-01 15:06
667,1206,169,38,2012-05-01 15:06
308,1862,115,43,2012-05-01 15:07
408,1009,88,72,2012-05-01 15:10
255,776,163,54,2012-05-01 15:13
408,1709,115,72,2012-05-01 15:14
327,2306,63,56,2012-05-01 15:14
702,1586,156,5,2012-05-01 15:14
620,1157,134,17,2012-05-01 15:16
168,2454,170,9,2012-05-01 15:18
645,1704,156,5,2012-05-01 15:20
157,1198,63,48,2012-05-01 15:22
408,1295,115,72,2012-05-01 15:24
714,2057,156,56,2012-05-01 15:30
90,1751,72,68,2012-05-01 15:32
644,752,24,84,2012-05-01 15:35
269,2281,134,56,2012-05-01 15:35
414,469,127,24,2012-05-01 15:36
157,118,93,48,2012-05-01 15:36
644,71,33,84,2012-05-01 15:37
420,1616,70,38,2012-05-01 15:37
90,2145,72,68,2012-05-01 15:39
57,2643,33,72,2012-05-01 15:40
262,2362,122,84,2012-05-01 15:44
327,214,9,84,2012-05-01 15:50
538,517,54,17,2012-05-01 15:52
702,171,156,56,2012-05-01 15:54
702,2674,156,56,2012-05-01 15:55
751,2460,72,84,2012-05-01 15:56
439,2734,151,68,2012-05-01 16:01
563,154,54,38,2012-05-01 16:02
61,1362,156,74,2012-05-01 16:06
420,2330,122,38,2012-05-01 16:07
702,2775,54,56,2012-05-01 16:08
702,1747,54,56,2012-05-01 16:10
625,1346,155,58,2012-05-01 16:10
312,46,13,51,2012-05-01 16:12
312,2751,63,51,2012-05-01 16:14
727,638,156,84,2012-05-01 16:15
312,6,42,64,2012-05-01 16:17
312,1911,63,64,2012-05-01 16:20
312,794,164,64,2012-05-01 16:21
400,2009,166,53,2012-05-01 16:22
414,1706,5,24,2012-05-01 16:23
504,2371,11,54,2012-05-01 16:26
99,1823,88,17,2012-05-01 16:31
90,1663,172,38,2012-05-01 16:39
504,156,134,81,2012-05-01 16:39
439,956,115,68,2012-05-01 16:40
157,1680,5,48,2012-05-01 16:45
157,1358,5,48,2012-05-01 16:45
63,2556,33,84,2012-05-01 16:45
625,1438,5,8,2012-05-01 16:46
186,467,174,74,2012-05-01 16:49
61,2057,156,56,2012-05-01 16:52
727,1053,88,17,2012-05-01 16:55
171,955,120,55,2012-05-01 16:56
133,2490,132,45,2012-05-01 16:59
799,1590,174,38,2012-05-01 16:59
305,846,156,84,2012-05-01 17:03
799,1206,169,38,2012-05-01 17:04
805,729,106,74,2012-05-01 17:06
312,1228,76,84,2012-05-01 17:11
98,813,122,84,2012-05-01 17:11
98,731,94,84,2012-05-01 17:11
312,2042,87,84,2012-05-01 17:12
141,1649,110,84,2012-05-01 17:14
104,824,42,18,2012-05-01 17:17
714,795,5,69,2012-05-01 17:19
644,502,33,84,2012-05-01 17:20
703,1582,156,84,2012-05-01 17:25
137,2624,5,22,2012-05-01 17:26
455,2776,174,84,2012-05-01 17:27
141,1070,28,84,2012-05-01 17:29
151,396,127,31,2012-05-01 17:30
263,1135,72,47,2012-05-01 17:30
31,1008,63,84,2012-05-01 17:37
528,158,72,12,2012-05-01 17:37
31,2214,27,84,2012-05-01 17:37
244,460,153,38,2012-05-01 17:40
244,101,174,38,2012-05-01 17:40
244,779,6,38,2012-05-01 17:41
305,756,156,56,2012-05-01 17:41
748,1805,5,19,2012-05-01 17:43
439,2734,151,68,2012-05-01 17:45
352,1264,72,38,2012-05-01 17:46
263,2145,72,68,2012-05-01 17:48
703,241,54,17,2012-05-01 17:49
767,2762,5,33,2012-05-01 17:50
783,2270,166,38,2012-05-01 17:51
619,2697,9,84,2012-05-01 17:54
693,341,115,38,2012-05-01 17:54
263,1579,72,68,2012-05-01 17:55
133,2544,132,45,2012-05-01 17:55
168,190,170,18,2012-05-01 17:55
335,2261,171,9,2012-05-01 17:55
120,125,11,38,2012-05-01 17:56
327,2698,156,48,2012-05-01 17:59
352,1590,174,38,2012-05-01 17:59
497,1448,72,84,2012-05-01 18:00
528,658,72,84,2012-05-01 18:04
642,2662,48,84,2012-05-01 18:05
151,545,171,31,2012-05-01 18:05
35,1321,54,17,2012-05-01 18:05
201,54,123,38,2012-05-01 18:06
131,198,126,23,2012-05-01 18:09
131,593,115,18,2012-05-01 18:10
124,1084,173,38,2012-05-01 18:10
312,2274,122,84,2012-05-01 18:10
121,1711,152,17,2012-05-01 18:13
716,1436,72,5,2012-05-01 18:16
104,2783,94,23,2012-05-01 18:16
327,2675,156,7,2012-05-01 18:20
141,281,63,38,2012-05-01 18:20
121,784,152,17,2012-05-01 18:23
327,405,127,30,2012-05-01 18:26
201,433,94,38,2012-05-01 18:26
231,1207,72,83,2012-05-01 18:27
700,2119,150,17,2012-05-01 18:28
262,804,170,84,2012-05-01 18:33
151,34,63,31,2012-05-01 18:38
120,1641,170,38,2012-05-01 18:38
614,254,153,38,2012-05-01 18:42
642,123,123,38,2012-05-01 18:45
231,658,72,84,2012-05-01 18:47
305,756,156,56,2012-05-01 18:47
634,2460,72,84,2012-05-01 18:53
467,993,47,9,2012-05-01 18:54
360,1590,174,38,2012-05-01 18:54
567,2645,112,86,2012-05-01 18:55
104,1543,174,23,2012-05-01 18:55
659,2145,72,68,2012-05-01 18:55
614,1247,159,38,2012-05-01 18:56
716,923,48,7,2012-05-01 18:56
147,621,105,84,2012-05-01 18:57
121,239,135,41,2012-05-01 18:57
327,2239,63,30,2012-05-01 18:59
385,1904,72,17,2012-05-01 19:02
815,2450,156,81,2012-05-01 19:02
327,1402,27,30,2012-05-01 19:08
361,2303,156,48,2012-05-01 19:12
385,2696,72,17,2012-05-01 19:13
231,1264,72,38,2012-05-01 19:15
556,1296,156,25,2012-05-01 19:15
151,68,5,31,2012-05-01 19:15
556,1393,54,25,2012-05-01 19:16
309,137,72,17,2012-05-01 19:18
141,962,11,38,2012-05-01 19:19
497,1344,171,40,2012-05-01 19:19
659,658,72,84,2012-05-01 19:19
694,688,94,84,2012-05-02 08:23
201,1841,94,84,2012-05-01 19:24
620,1275,170,25,2012-05-01 19:24
305,39,156,38,2012-05-01 19:26
642,2491,51,84,2012-05-01 19:28
693,1610,115,38,2012-05-01 19:28
104,728,171,23,2012-05-01 19:30
634,622,156,86,2012-05-01 19:30
24,351,156,63,2012-05-01 19:31
776,327,135,84,2012-05-01 19:35
776,785,135,81,2012-05-01 19:35
98,746,54,84,2012-05-01 19:36
98,1884,122,84,2012-05-01 19:37
467,143,33,50,2012-05-01 19:38
171,2004,11,5,2012-05-01 19:39
563,50,156,38,2012-05-01 19:41
411,1836,6,81,2012-05-01 19:45
411,2134,153,81,2012-05-01 19:45
163,877,120,53,2012-05-01 19:45
694,688,94,84,2012-05-02 08:48
742,2460,72,84,2012-05-01 19:50
400,474,114,23,2012-05-01 19:51
563,1722,156,38,2012-05-01 19:53
180,335,157,38,2012-05-01 19:54
247,695,127,70,2012-05-01 19:54
180,764,87,38,2012-05-01 19:55
327,1134,87,30,2012-05-01 19:55
48,1422,5,48,2012-05-01 19:57
619,1516,54,56,2012-05-01 19:59
619,590,87,56,2012-05-01 19:59
619,140,137,56,2012-05-01 20:00
533,2645,112,86,2012-05-01 20:02
98,651,15,81,2012-05-01 20:02
201,1028,33,38,2012-05-01 20:02
799,467,174,74,2012-05-01 20:03
104,1640,125,23,2012-05-01 20:04
385,2059,127,17,2012-05-01 20:05
412,1672,9,15,2012-05-01 20:05
742,2686,72,86,2012-05-01 20:05
205,636,113,84,2012-05-01 20:07
204,504,156,17,2012-05-01 20:07
360,568,150,38,2012-05-01 20:10
559,1480,171,43,2012-05-01 20:11
694,688,94,84,2012-05-02 09:18
63,1264,72,38,2012-05-01 20:19
659,1090,135,74,2012-05-01 20:20
98,2335,54,81,2012-05-01 20:24
98,1245,92,5,2012-05-01 20:24
559,892,171,41,2012-05-01 20:24
204,2151,127,54,2012-05-01 20:27
204,227,80,54,2012-05-01 20:28
559,2546,153,38,2012-05-01 20:29
559,1293,106,84,2012-05-01 20:30
625,2017,5,53,2012-05-01 20:30
411,1611,156,86,2012-05-01 20:30
411,2304,172,86,2012-05-01 20:31
411,2748,172,81,2012-05-01 20:32
411,1956,23,81,2012-05-01 20:32
411,2134,153,81,2012-05-01 20:32
298,1110,75,11,2012-05-01 20:32
308,1890,5,43,2012-05-01 20:32
597,136,5,6,2012-05-01 20:34
703,918,54,17,2012-05-01 20:36
104,1966,99,23,2012-05-01 20:37
255,465,135,63,2012-05-01 20:39
799,2687,174,17,2012-05-01 20:44
131,503,75,23,2012-05-01 20:45
131,201,115,23,2012-05-01 20:45
740,1062,127,46,2012-05-01 20:52
740,649,19,46,2012-05-01 20:52
740,141,5,46,2012-05-01 20:52
740,2554,5,46,2012-05-01 20:53
559,704,122,84,2012-05-01 20:54
189,814,170,38,2012-05-01 20:55
667,2687,174,17,2012-05-01 20:55
694,155,132,45,2012-05-02 10:00
327,994,127,7,2012-05-01 21:04
442,764,87,38,2012-05-01 21:06
99,1904,72,17,2012-05-01 21:11
104,2289,106,23,2012-05-01 21:11
807,2126,165,15,2012-05-01 21:13
727,675,5,25,2012-05-01 21:14
99,2696,72,17,2012-05-01 21:20
678,445,5,9,2012-05-01 21:26
678,1457,122,9,2012-05-01 21:26
740,549,171,70,2012-05-01 21:30
740,1345,5,70,2012-05-01 21:30
740,894,5,70,2012-05-01 21:30
740,477,5,70,2012-05-01 21:31
98,829,153,17,2012-05-01 21:32
98,1766,122,81,2012-05-01 21:33
807,2045,35,15,2012-05-01 21:33
24,351,156,63,2012-05-01 21:36
597,950,122,17,2012-05-01 21:39
357,825,170,56,2012-05-01 21:40
357,682,5,38,2012-05-01 21:41
247,1204,112,70,2012-05-01 21:41
247,1779,50,46,2012-05-01 21:42
439,902,15,29,2012-05-01 21:47
694,2392,94,64,2012-05-02 10:47
147,1423,5,11,2012-05-01 21:47
312,1568,38,84,2012-05-01 21:50
312,1080,20,84,2012-05-01 21:51
312,752,24,84,2012-05-01 21:52
104,485,171,23,2012-05-01 21:52
312,1171,54,84,2012-05-01 21:53
298,2405,115,11,2012-05-01 21:55
312,1051,137,84,2012-05-01 21:57
400,981,91,23,2012-05-01 21:58
66,385,153,38,2012-05-01 22:08
346,2649,170,86,2012-05-01 22:14
201,207,172,38,2012-05-01 22:15
528,2452,156,86,2012-05-01 22:15
673,858,127,20,2012-05-01 22:20
619,849,153,17,2012-05-01 22:25
269,1535,170,81,2012-05-01 22:38
305,1675,156,17,2012-05-01 22:38
55,406,28,81,2012-05-01 22:38
75,673,156,55,2012-05-01 22:41
75,823,50,55,2012-05-01 22:42
357,2064,172,38,2012-05-01 22:45
606,47,127,10,2012-05-01 22:47
606,2348,148,10,2012-05-01 22:48
606,2781,174,10,2012-05-01 22:48
251,2512,135,86,2012-05-01 22:49
312,1846,106,72,2012-05-01 22:50
312,2254,137,72,2012-05-01 22:51
312,2548,95,72,2012-05-01 22:51
504,257,94,84,2012-05-01 22:53
807,830,48,15,2012-05-01 22:54
75,727,156,5,2012-05-01 22:56
75,2171,156,5,2012-05-01 22:56
381,982,129,67,2012-05-01 22:57
63,2086,5,5,2012-05-01 22:57
528,158,72,12,2012-05-01 23:00
352,882,5,26,2012-05-01 23:00
783,868,5,54,2012-05-01 23:02
305,756,156,56,2012-05-01 23:06
783,385,153,38,2012-05-01 23:08
783,2507,127,38,2012-05-01 23:09
783,1829,153,48,2012-05-01 23:10
134,1670,132,45,2012-05-01 23:15
694,388,94,64,2012-05-02 12:15
134,2490,132,45,2012-05-01 23:15
104,2789,71,23,2012-05-01 23:17
75,1216,156,56,2012-05-01 23:25
10,2577,55,84,2012-05-01 23:28
767,2762,5,33,2012-05-01 23:28
702,1137,72,5,2012-05-01 23:30
47,1064,29,81,2012-05-01 23:31
24,2703,5,48,2012-05-01 23:33
134,2599,132,45,2012-05-01 23:33
309,80,122,6,2012-05-01 23:35
189,2460,72,84,2012-05-01 23:38
137,2624,5,22,2012-05-01 23:44
381,2557,63,33,2012-05-01 23:44
186,2755,174,84,2012-05-01 23:46
75,1288,72,56,2012-05-01 23:49
75,1585,156,56,2012-05-01 23:49
75,1848,156,54,2012-05-01 23:50
186,2506,156,84,2012-05-01 23:52
703,1708,156,74,2012-05-01 23:53
703,2136,156,62,2012-05-02 00:05
693,1847,5,38,2012-05-02 00:06
186,316,156,84,2012-05-02 00:12
186,658,72,84,2012-05-02 00:12
84,1415,5,46,2012-05-02 00:15
84,2379,5,46,2012-05-02 00:16
84,2575,5,46,2012-05-02 00:16
186,734,152,54,2012-05-02 00:25
269,1757,5,19,2012-05-02 00:32
533,1646,5,81,2012-05-02 00:34
309,832,5,17,2012-05-02 00:35
104,643,163,23,2012-05-02 00:35
411,1122,66,4,2012-05-02 00:41
620,1981,5,13,2012-05-02 00:44
186,1801,109,83,2012-05-02 00:47
186,250,169,83,2012-05-02 00:48
644,2577,55,84,2012-05-02 00:53
694,1351,94,38,2012-05-02 13:53
75,2504,135,54,2012-05-02 00:57
75,1871,54,72,2012-05-02 00:57
538,2016,5,5,2012-05-02 01:00
381,781,11,74,2012-05-02 01:02
10,810,122,74,2012-05-02 01:12
10,1968,110,74,2012-05-02 01:15
61,1575,110,86,2012-05-02 01:27
702,1026,5,5,2012-05-02 01:35
346,1983,122,84,2012-05-02 01:36
644,86,135,81,2012-05-02 01:37
61,1664,110,86,2012-05-02 01:40
403,1772,106,63,2012-05-02 01:49
403,319,54,63,2012-05-02 01:50
403,2186,61,63,2012-05-02 01:51
357,2765,122,38,2012-05-02 01:54
455,1016,5,34,2012-05-02 01:58
597,136,5,6,2012-05-02 02:04
204,1829,153,48,2012-05-02 02:28
204,2151,127,54,2012-05-02 02:29
61,1203,91,86,2012-05-02 02:32
444,2216,5,84,2012-05-02 02:33
444,160,153,84,2012-05-02 02:34
199,1494,115,38,2012-05-02 02:34
199,802,115,38,2012-05-02 02:34
563,454,110,86,2012-05-02 02:43
157,1198,63,48,2012-05-02 02:46
157,1994,72,48,2012-05-02 02:46
157,1358,5,48,2012-05-02 02:47
157,1680,5,48,2012-05-02 02:47
204,850,72,54,2012-05-02 02:48
61,566,33,86,2012-05-02 02:52
807,2632,65,4,2012-05-02 02:58
563,1155,5,86,2012-05-02 03:05
298,1669,115,65,2012-05-02 03:09
339,2753,156,17,2012-05-02 03:17
442,1487,115,38,2012-05-02 03:58
538,1027,127,5,2012-05-02 04:06
650,648,156,63,2012-05-02 04:20
559,892,171,41,2012-05-02 04:34
559,1480,171,43,2012-05-02 04:41
797,1629,106,1,2012-05-02 04:52
777,318,16,17,2012-05-02 04:55
57,462,132,45,2012-05-02 05:12
650,1095,136,84,2012-05-02 05:20
797,122,106,55,2012-05-02 05:21
807,1672,9,15,2012-05-02 05:26
807,2045,35,15,2012-05-02 05:41
807,2126,165,15,2012-05-02 05:41
626,1882,122,67,2012-05-02 05:42
168,190,170,18,2012-05-02 05:43
797,2253,156,60,2012-05-02 05:53
625,1147,153,53,2012-05-02 05:57
308,1521,110,43,2012-05-02 06:00
777,1167,54,17,2012-05-02 06:07
625,946,106,9,2012-05-02 06:21
748,873,113,19,2012-05-02 06:22
357,682,5,38,2012-05-02 06:23
47,610,172,84,2012-05-02 06:29
748,667,85,81,2012-05-02 06:33
776,785,135,81,2012-05-02 06:39
776,327,135,84,2012-05-02 06:39
703,1428,5,62,2012-05-02 06:46
320,1404,174,86,2012-05-02 06:47
320,168,127,86,2012-05-02 06:48
412,1756,11,4,2012-05-02 06:50
746,1679,170,81,2012-05-02 06:54
746,1771,153,84,2012-05-02 06:55
748,439,163,81,2012-05-02 06:57
339,673,156,55,2012-05-02 06:58
339,862,156,38,2012-05-02 06:58
645,177,106,84,2012-05-02 07:01
591,1975,135,86,2012-05-02 07:02
591,2034,110,86,2012-05-02 07:02
591,1091,13,86,2012-05-02 07:02
442,1617,11,38,2012-05-02 07:03
591,676,16,86,2012-05-02 07:03
385,2059,127,17,2012-05-02 07:05
414,469,127,24,2012-05-02 07:06
339,1690,156,55,2012-05-02 07:06
346,325,5,86,2012-05-02 07:07
339,248,156,55,2012-05-02 07:10
533,2027,156,81,2012-05-02 07:11
645,892,171,41,2012-05-02 07:11
776,490,5,81,2012-05-02 07:14
634,1506,54,84,2012-05-02 07:14
606,2041,110,10,2012-05-02 07:15
147,1423,5,11,2012-05-02 07:16
567,1175,172,54,2012-05-02 07:16
785,2039,153,55,2012-05-02 07:17
339,1704,156,5,2012-05-02 07:17
233,1792,54,17,2012-05-02 07:21
776,2275,156,84,2012-05-02 07:21
205,1910,11,38,2012-05-02 07:23
606,1056,129,10,2012-05-02 07:23
403,2760,95,63,2012-05-02 07:26
403,1179,20,63,2012-05-02 07:26
403,373,32,63,2012-05-02 07:26
403,2211,20,63,2012-05-02 07:27
403,1376,95,63,2012-05-02 07:28
403,2186,61,63,2012-05-02 07:28
205,636,113,84,2012-05-02 07:30
251,1619,13,62,2012-05-02 07:31
180,845,5,51,2012-05-02 07:31
180,1280,122,51,2012-05-02 07:31
63,1586,156,5,2012-05-02 07:34
785,1703,142,55,2012-05-02 07:35
404,692,153,86,2012-05-02 07:35
626,1906,110,49,2012-05-02 07:37
785,904,156,55,2012-05-02 07:39
751,2600,99,38,2012-05-02 07:41
122,2755,174,84,2012-05-02 07:42
55,463,156,81,2012-05-02 07:42
55,406,28,81,2012-05-02 07:43
626,611,127,49,2012-05-02 07:44
805,861,106,86,2012-05-02 07:44
121,784,152,17,2012-05-02 07:44
776,796,156,15,2012-05-02 07:44
244,390,110,38,2012-05-02 07:45
776,1412,63,15,2012-05-02 07:45
456,1945,137,15,2012-05-02 07:47
456,996,11,15,2012-05-02 07:47
456,1124,174,15,2012-05-02 07:47
797,2188,170,81,2012-05-02 07:48
98,829,153,17,2012-05-02 07:50
727,770,156,25,2012-05-02 07:50
751,1512,54,38,2012-05-02 07:51
98,2793,135,81,2012-05-02 07:51
776,1405,13,15,2012-05-02 07:51
121,1711,152,17,2012-05-02 07:51
533,748,115,84,2012-05-02 07:51
805,2021,163,86,2012-05-02 07:52
776,910,105,15,2012-05-02 07:53
124,2549,170,38,2012-05-02 07:54
66,385,153,38,2012-05-02 07:55
64,347,156,17,2012-05-02 07:55
361,965,156,56,2012-05-02 07:56
619,590,87,56,2012-05-02 07:56
619,2449,5,38,2012-05-02 07:56
361,1031,11,56,2012-05-02 07:56
619,1913,54,56,2012-05-02 07:56
414,1706,5,24,2012-05-02 07:57
619,1948,110,38,2012-05-02 07:57
64,2053,93,17,2012-05-02 07:59
767,2603,163,33,2012-05-02 07:59
407,805,5,86,2012-05-02 08:00
407,602,49,86,2012-05-02 08:00
407,622,156,86,2012-05-02 08:00
407,184,5,86,2012-05-02 08:00
205,1972,54,62,2012-05-02 08:01
439,956,115,68,2012-05-02 08:05
703,2581,156,62,2012-05-02 08:07
63,1264,72,38,2012-05-02 08:07
262,1047,11,84,2012-05-02 08:08
797,2693,5,1,2012-05-03 04:45
346,2385,110,86,2012-05-03 04:51
777,318,16,17,2012-05-03 04:55
327,1827,108,30,2012-05-03 05:06
642,144,5,81,2012-05-03 05:11
797,122,106,55,2012-05-03 05:12
650,1095,136,84,2012-05-03 05:18
149,2064,172,38,2012-05-03 05:23
809,876,170,33,2012-05-03 05:23
339,1362,156,74,2012-05-03 05:25
168,190,170,18,2012-05-03 05:27
98,2335,54,81,2012-05-03 05:36
357,682,5,38,2012-05-03 05:37
777,1167,54,17,2012-05-03 05:52
724,771,5,24,2012-05-03 05:54
104,1072,122,23,2012-05-03 06:01
98,421,11,81,2012-05-03 06:03
327,1879,110,30,2012-05-03 06:10
327,1818,72,63,2012-05-03 06:13
181,2608,63,17,2012-05-03 06:20
327,2698,156,48,2012-05-03 06:22
47,610,172,84,2012-05-03 06:24
748,873,113,19,2012-05-03 06:25
625,946,106,9,2012-05-03 06:30
394,2639,11,58,2012-05-03 06:31
309,832,5,17,2012-05-03 06:35
748,667,85,81,2012-05-03 06:35
811,38,171,4,2012-05-03 06:36
359,113,67,41,2012-05-03 06:41
788,2146,54,17,2012-05-03 06:42
788,2347,11,17,2012-05-03 06:43
788,482,142,17,2012-05-03 06:43
47,892,171,41,2012-05-03 06:45
404,692,153,86,2012-05-03 06:46
788,347,156,17,2012-05-03 06:46
281,1303,94,84,2012-05-03 06:48
124,2549,170,38,2012-05-03 06:48
359,1920,67,41,2012-05-03 06:49
320,168,127,86,2012-05-03 06:51
504,2655,171,15,2012-05-03 06:51
320,1404,174,86,2012-05-03 06:52
176,644,127,84,2012-05-03 06:55
176,229,127,84,2012-05-03 06:56
1,488,5,5,2012-05-03 06:56
1,1382,5,5,2012-05-03 06:56
504,156,134,81,2012-05-03 06:56
1,458,156,5,2012-05-03 06:57
504,610,172,84,2012-05-03 06:57
524,2675,156,7,2012-05-03 06:57
524,2604,106,7,2012-05-03 06:58
125,619,78,4,2012-05-03 06:59
703,1428,5,62,2012-05-03 07:00
504,257,94,84,2012-05-03 07:00
445,1140,48,46,2012-05-03 07:00
1,727,156,5,2012-05-03 07:00
785,2039,153,55,2012-05-03 07:00
385,2059,127,17,2012-05-03 07:01
1,2171,156,5,2012-05-03 07:01
327,2723,156,84,2012-05-03 07:02
611,2310,152,20,2012-05-03 07:04
619,2449,5,38,2012-05-03 07:04
776,785,135,81,2012-05-03 07:04
776,327,135,84,2012-05-03 07:05
619,2338,31,38,2012-05-03 07:05
174,1539,127,28,2012-05-03 07:05
619,2785,170,38,2012-05-03 07:05
619,1948,110,38,2012-05-03 07:06
339,1690,156,55,2012-05-03 07:06
524,2535,106,7,2012-05-03 07:07
223,1666,5,48,2012-05-03 07:07
359,1039,129,38,2012-05-03 07:07
524,994,127,7,2012-05-03 07:08
524,20,134,7,2012-05-03 07:08
327,214,9,84,2012-05-03 07:09
626,1882,122,67,2012-05-03 07:09
797,2188,170,81,2012-05-03 07:10
75,1871,54,72,2012-05-03 07:11
233,1792,54,17,2012-05-03 07:12
288,814,170,38,2012-05-03 07:13
174,79,127,74,2012-05-03 07:15
776,490,5,81,2012-05-03 07:16
141,1079,110,25,2012-05-03 07:16
555,101,174,38,2012-05-03 07:17
606,1056,129,10,2012-05-03 07:17
251,1619,13,62,2012-05-03 07:19
776,2275,156,84,2012-05-03 07:21
611,1843,152,17,2012-05-03 07:22
611,49,156,17,2012-05-03 07:22
748,439,163,81,2012-05-03 07:27
788,1681,156,86,2012-05-03 07:27
788,2001,5,86,2012-05-03 07:28
256,2660,54,56,2012-05-03 07:29
205,636,113,84,2012-05-03 07:29
98,2394,92,84,2012-05-03 07:30
122,2755,174,84,2012-05-03 07:30
622,1289,9,84,2012-05-03 07:33
557,2252,72,78,2012-05-03 07:36
55,406,28,81,2012-05-03 07:36
751,1958,11,38,2012-05-03 07:36
55,463,156,81,2012-05-03 07:37
727,770,156,25,2012-05-03 07:38
254,271,31,84,2012-05-03 07:38
244,101,174,38,2012-05-03 07:41
244,460,153,38,2012-05-03 07:41
524,738,127,7,2012-05-03 07:41
1,94,72,48,2012-05-03 07:41
244,779,6,38,2012-05-03 07:41
524,2110,5,7,2012-05-03 07:42
626,557,54,67,2012-05-03 07:43
524,1993,5,7,2012-05-03 07:43
785,904,156,55,2012-05-03 07:44
776,796,156,15,2012-05-03 07:44
244,390,110,38,2012-05-03 07:45
776,1412,63,15,2012-05-03 07:45
254,1832,61,84,2012-05-03 07:46
35,2576,135,84,2012-05-03 07:47
386,1441,11,17,2012-05-03 07:49
305,756,156,56,2012-05-03 07:49
751,1512,54,38,2012-05-03 07:50
776,1405,13,15,2012-05-03 07:50
654,1257,5,63,2012-05-03 07:51
1,2277,132,83,2012-05-03 07:51
776,910,105,15,2012-05-03 07:51
1,1207,72,83,2012-05-03 07:51
63,1586,156,5,2012-05-03 07:52
361,1031,11,56,2012-05-03 07:54
339,1207,72,83,2012-05-03 07:54
361,965,156,56,2012-05-03 07:54
805,861,106,86,2012-05-03 07:54
767,2603,163,33,2012-05-03 07:54
741,51,5,70,2012-05-03 07:55
1,1523,110,4,2012-05-03 07:55
644,637,13,81,2012-05-03 07:56
644,1378,63,81,2012-05-03 07:57
466,608,153,88,2012-05-03 07:59
466,615,87,88,2012-05-03 07:59
730,397,5,67,2012-05-03 08:00
407,602,49,86,2012-05-03 08:00
407,622,156,86,2012-05-03 08:00
407,805,5,86,2012-05-03 08:00
407,184,5,86,2012-05-03 08:00
1,712,87,4,2012-05-03 08:00
805,1015,106,74,2012-05-03 08:00
742,2686,72,86,2012-05-03 08:00
550,444,54,41,2012-05-03 08:00
135,439,163,81,2012-05-03 08:01
805,2021,163,86,2012-05-03 08:02
619,590,87,56,2012-05-03 08:02
205,1972,54,62,2012-05-03 08:06
49,1443,27,41,2012-05-03 08:07
703,2581,156,62,2012-05-03 08:07
49,1895,5,41,2012-05-03 08:08
497,740,72,40,2012-05-03 08:08
121,1711,152,17,2012-05-03 08:09
418,2676,50,57,2012-05-03 08:10
223,46,13,51,2012-05-03 08:11
223,896,124,4,2012-05-03 08:11
104,1966,99,23,2012-05-03 08:12
412,1756,11,4,2012-05-03 08:12
418,2071,50,57,2012-05-03 08:13
107,44,126,41,2012-05-03 08:14
138,1660,163,86,2012-05-03 08:14
220,1439,87,36,2012-05-03 08:15
220,1888,153,47,2012-05-03 08:15
418,1338,172,60,2012-05-03 08:16
122,2462,54,84,2012-05-03 08:16
699,1743,54,38,2012-05-03 08:16
561,533,156,84,2012-05-03 08:19
309,2696,72,17,2012-05-03 08:20
537,256,156,55,2012-05-03 08:20
309,2062,156,38,2012-05-03 08:21
681,437,9,14,2012-05-03 08:21
619,590,87,56,2012-05-03 08:22
785,1264,72,38,2012-05-03 08:22
348,403,11,38,2012-05-03 08:23
456,2309,106,84,2012-05-03 08:23
785,401,81,38,2012-05-03 08:23
456,2573,27,84,2012-05-03 08:23
456,4,11,84,2012-05-03 08:23
456,1256,137,84,2012-05-03 08:23
456,1765,142,84,2012-05-03 08:24
63,1264,72,38,2012-05-03 08:24
305,846,156,84,2012-05-03 08:25
361,2339,54,84,2012-05-03 08:26
361,1697,27,84,2012-05-03 08:27
385,2696,72,17,2012-05-03 08:27
348,1560,158,38,2012-05-03 08:28
404,2606,172,86,2012-05-03 08:29
374,751,54,41,2012-05-03 08:30
518,2520,174,88,2012-05-03 08:30
30,498,135,84,2012-05-03 08:31
181,1856,11,17,2012-05-03 08:32
411,2644,129,4,2012-05-03 08:32
112,998,134,9,2012-05-03 08:32
