Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
628,"[495, 735, 728, 608, 10, 513, 403, 183, 590, 719, 52, 739, 333]",153,17,"[2, 23, 18, 8, 22, 14, 10, 17, 15, 0, 21, 12]","[1146, 519, 810, 1968, 54, 27, 2036, 491, 1237, 1662, 1179, 1298, 2767, 2277, 314, 699, 2272, 1481, 245, 1045, 618, 2803, 2556, 598, 1875]","[519, 1146, 1968, 27, 491, 1179, 2767, 699, 1481, 245, 618, 2556, 1875]"
629,"[729, 710, 367, 496, 250, 648, 793, 707]",122,41,"[22, 9, 0, 10, 19, 21, 3]","[2287, 2196, 2522, 2340, 446, 1670, 836, 279, 1425, 629, 547, 980, 1045, 2530, 1613, 558, 1005, 775, 356, 1648, 2778]","[2196, 2522, 1670, 836, 980, 2530, 279, 558, 775, 2340, 356, 629, 2778]"
630,"[175, 620, 402, 406, 338, 264, 436, 572, 318, 197, 37, 583, 460, 23, 315, 64, 662, 269, 18, 597]",172,17,"[17, 15, 19, 7, 20, 22, 5, 21, 14, 9, 8, 13, 2, 16, 0, 23]","[1309, 2227, 2297, 176, 681, 2805, 630, 1338, 207, 1883, 1293, 2163, 2222, 626, 2345, 2559, 399, 385, 172, 508, 228, 608, 1237, 1663, 2073, 1264, 2657, 2645, 1595, 858, 2696, 2473, 1950, 1696, 2428, 2031, 1231, 1233, 2258, 2409, 1662]","[2227, 1309, 176, 1293, 2163, 626, 2805, 630, 399, 1338, 508, 207, 1237, 2073, 2657, 1595, 2696, 1950, 1696, 2031, 1233, 2258, 1662]"
631,[69],26,38,"[20, 12, 13, 14, 0, 19, 23, 21]","[540, 658, 697, 631, 1431, 2064, 1455, 2145, 2377, 1662]","[540, 658, 1455, 631, 2377, 1431]"
632,[204],5,48,"[11, 15, 7, 20, 13, 12, 14, 17, 10, 16, 18, 8, 9]","[1310, 505, 2680, 2706, 1760, 2689, 227, 2151, 2169, 2741, 2448, 2601, 1477, 1990, 1435, 2692, 414, 850, 93, 927, 1829, 1803, 2538, 1281, 2131, 1279, 381, 1973, 2158, 2238, 798]","[1310, 2680, 2689, 2448, 2601, 2741, 2158, 1760, 798]"
633,[730],89,67,"[10, 12, 11, 13, 19, 18]","[633, 397, 1750, 2505, 2170]","[633, 397, 1750, 2505, 2170]"
634,[131],5,67,"[17, 12, 9, 19, 22, 16, 23, 21, 13, 18, 7, 15, 1, 10, 0, 3, 14, 20, 4, 11]","[634, 732, 198, 2459, 2111, 982, 937, 593, 201, 781, 503, 1781, 2557, 304]","[634, 732, 198, 2459, 2111, 982, 201, 937, 781, 304]"
635,"[305, 563, 75, 770, 554, 339, 361, 350, 440, 355, 617, 528, 341]",156,38,"[20, 12, 15, 18, 19, 17, 22, 0, 23, 11, 14, 13, 21, 8, 9, 2]","[2068, 756, 635, 1232, 846, 1590, 2020, 2650, 1923, 1206, 2725, 2787, 2753, 1621, 603, 2582, 2460, 1101, 850, 385, 522, 2125, 347, 208, 773, 999, 881, 724, 673, 935, 1815, 1427, 1623, 1601, 346, 162, 2145, 1992, 1125, 1237, 303, 2266, 1759, 321]","[2068, 756, 1590, 635, 1232, 2787, 850, 522, 1206, 2125, 2650, 2020, 673, 1815, 1621, 2753, 1601, 162, 2145, 1992, 2582, 2460, 1125, 1237, 2266, 321]"
636,[205],113,84,"[17, 8, 7, 20, 6]","[1972, 636, 658, 1910, 1151, 2108, 1977, 2556]","[1972, 636, 658, 1910, 1151, 1977]"
637,[644],13,81,"[15, 8, 7, 16, 9]","[269, 86, 2300, 1378, 71, 637, 1293, 639]","[269, 86, 1378, 2300, 637, 71, 639]"
638,"[75, 805, 727, 24]",156,84,"[12, 0, 16, 17, 18, 15, 9, 8, 13, 20, 14, 23]","[2617, 770, 675, 2321, 1053, 638, 1191, 1645, 1928, 1550, 362, 471, 74, 645, 2180, 655, 1594, 1446, 952, 892, 2589, 2520, 658]","[675, 770, 1053, 2321, 1191, 638, 362, 471, 645, 2180, 655, 1446, 2617, 1928, 2589, 1645, 658]"
639,"[644, 807, 322]",156,81,"[23, 18, 13, 11, 8, 2, 6, 16, 7, 4]","[886, 86, 71, 2748, 269, 2541, 1456, 1906, 2531, 1710, 1219, 1635, 626, 2300, 2701, 920, 416, 637, 1264]","[71, 886, 2748, 1456, 2531, 1219, 626, 269, 2701, 86]"
640,"[787, 344]",11,43,"[10, 8, 9, 22, 0, 1, 21, 6, 11]","[2492, 2646, 640, 778, 2313, 2247, 2148, 1943, 912, 1850, 113, 833, 290]","[640, 778, 2148, 2492, 2646, 2247, 1850, 113, 833, 290, 1943, 2313]"
641,"[594, 291, 746, 372, 648, 655, 415, 768, 441, 232, 702]",70,38,"[15, 23, 14, 18, 19, 20]","[1144, 2768, 1607, 2036, 658, 125, 2722, 497, 1447, 589, 279, 2578, 1334, 1590, 1026, 2749, 2250, 1679, 2340, 2369]","[1144, 2036, 125, 497, 589, 2578, 1590, 2749, 1679, 2369]"
642,[103],115,84,"[8, 12, 14, 9]","[1271, 642, 2074, 764, 1008]","[1271, 2074, 1008, 642]"
643,[104],163,23,"[11, 9, 8, 19, 1, 14, 0, 20, 22, 21, 4, 23, 16, 10, 2, 15, 17, 7, 3]","[485, 415, 1072, 2619, 2242, 2289, 200, 2524, 2783, 728, 1074, 2671, 276, 1640, 2789, 1513, 1328, 2786, 1932, 1974, 824, 367, 898, 1278, 2648, 1543]","[1072, 2524, 2619, 485, 200, 1074, 415, 2242, 276, 2783, 2289, 1640, 2671, 1328, 1932, 1974, 1278, 728, 2786]"
644,[176],127,84,"[16, 17, 11, 9, 10, 7, 6, 5]","[229, 2292, 2532, 543, 326, 297, 521, 265, 2755, 2106]","[229, 2292, 265, 521]"
645,"[243, 727, 775]",174,17,"[12, 17, 16, 15, 14, 18]","[1153, 707, 347, 2279, 2531, 638, 610, 10, 929]","[707, 347, 2531, 610, 10]"
646,"[760, 327, 642]",20,84,"[21, 19, 13, 18, 16, 15]","[1791, 2698, 2701, 1701, 372, 214, 1402, 144, 1723]","[2698, 2701, 1791, 1723, 372]"
647,"[612, 429]",135,43,"[23, 19, 22, 11, 0, 9, 2, 13, 10, 7, 21, 8, 18, 14, 4, 1, 15, 6, 20]","[647, 1329, 1293, 1567, 60, 892, 925, 2798, 834, 2577, 1138, 1317, 2137, 2552, 2263]","[647, 1329, 1567, 60, 925, 1293, 1138, 1317, 2798, 2137, 2263, 2577, 892]"
648,[650],156,63,"[4, 9, 6, 10, 12, 17, 16, 15, 13]","[1095, 648, 1291, 2460, 2075, 207]","[1095, 648, 1291, 207, 2460]"
649,[740],19,46,"[18, 15, 14, 10, 12, 20, 17, 13, 19, 16, 11]","[141, 1062, 2554, 1197, 1075, 2230, 717, 2545, 145]","[141, 2554]"
650,"[487, 747, 9, 101, 219, 128, 189, 63, 74, 589, 595]",123,38,"[11, 9, 16, 21, 20, 14, 19, 10, 18, 15]","[2596, 658, 2662, 2108, 1900, 1586, 1617, 360, 335, 2318, 1971, 1590, 833, 2194, 491, 2149, 432, 774, 1151, 870, 1800, 2398, 2363, 708]","[658, 2596, 1586, 2318, 1590, 2194, 2149, 774, 1151, 1800, 2662, 708]"
651,[98],15,81,"[20, 13, 5, 6, 0, 11]","[421, 2027, 2793, 2537, 651, 1884, 2335, 2414, 2802, 2583, 2022, 2406, 1538, 181, 2394]","[421, 2027, 2335, 2802, 2583, 651]"
652,"[90, 623, 125]",9,5,"[15, 20, 13, 17, 18, 12, 21, 9]","[1500, 2138, 2177, 306, 652, 1338, 1264]","[2138, 1500, 2177, 306, 652]"
653,[61],110,86,"[2, 9, 15, 18, 0, 14, 8, 1, 19, 13, 23, 16, 22, 10, 11, 12, 6, 21, 7, 20]","[1249, 1362, 1575, 1203, 566, 2344, 1899, 2285, 567, 1116, 2140, 2096, 1664, 2774, 2511, 2556, 1456]","[1362, 1575, 2344, 1899, 1203, 2285, 1249, 567, 2096, 566, 2140, 1664, 1456]"
654,[624],5,88,"[16, 9, 8, 20, 19, 14, 18, 13, 23, 21, 15, 22]","[1097, 565, 1127, 447]","[565, 1127]"
655,"[45, 339, 89, 721, 313, 90, 727, 805, 618, 595]",171,84,"[7, 0, 18, 10, 11, 21, 22, 20, 13]","[1665, 1087, 2331, 2067, 2486, 2345, 1233, 2113, 1401, 2443, 1927, 2546, 1728, 638, 2322, 2266]","[2067, 2486, 1665, 2113, 1087, 1927, 2331, 1728, 2322, 2266]"
656,"[420, 231, 9, 739]",122,38,"[17, 19, 2, 23, 21, 1, 20, 22]","[1264, 626, 1590, 656, 186, 2081, 2614, 1704, 554, 658, 1252, 916, 2384, 2776, 2219, 2656]","[2081, 626, 1704, 554, 1252, 1264, 656, 1590, 916, 2776, 2656]"
657,"[232, 576, 161, 700, 661, 192, 570, 602, 341]",122,17,"[21, 20, 10, 19, 18, 13]","[2430, 1962, 1037, 2460, 356, 968, 83, 686, 187, 1641, 1489, 517, 1084, 491, 2064, 892, 1778, 2369, 1702]","[1037, 2430, 356, 83, 187, 1489, 1084, 2064, 1778, 1702]"
658,"[46, 58, 206, 205, 497, 805, 268, 548, 180, 318, 568, 158, 329, 350, 630, 527, 361, 796, 609, 42, 403, 448, 35, 101, 186, 475, 718, 300, 188, 3, 515, 562, 463, 634, 141, 19, 69, 528, 436, 9, 692, 626, 538, 93, 363, 199, 583, 760, 90, 340, 364, 339, 431, 210, 793, 118, 409, 231, 659, 189, 455, 557, 315, 741, 746, 621, 121, 193, 294, 434, 783, 464, 1, 633, 87, 641, 369, 415, 62, 124, 508, 451, 221, 171, 34, 117, 698, 120, 106, 560, 467, 165, 75, 806, 465, 257, 100, 384, 534, 352, 126, 440, 616, 605, 344, 233, 105, 555, 441, 333, 388, 307, 44, 322, 57, 421, 693, 82, 536, 432, 517, 573, 751, 143, 535, 191, 336, 608, 202, 181, 86, 617, 29, 184, 731, 516, 812, 45, 366, 640, 386, 204, 92, 469, 660, 28, 575, 217, 563, 79, 712, 803, 382, 60, 22, 83, 773, 638, 695]",72,84,"[19, 20, 5, 8, 7, 9, 15, 16, 3, 10, 11, 14, 13, 17, 18, 22, 6, 21, 23, 0, 12, 1, 2]","[658, 1207, 740, 172, 775, 158, 322, 1621, 1850, 1293, 2145, 2719, 2723, 2305, 316, 2206, 1022, 636, 1448, 1769, 2645, 734, 2452, 2662, 31, 1031, 601, 2623, 2516, 626, 2398, 975, 878, 951, 1979, 1264, 1751, 1663, 192, 378, 2460, 912, 1590, 2181, 2667, 1408, 26, 2576, 2546, 101, 2577, 448, 2179, 548, 2220, 1232, 2074, 1676, 412, 1552, 51, 829, 1321, 1309, 536, 631, 689, 2753, 949, 1670, 273, 1196, 1767, 845, 2506, 892, 2375, 2773, 807, 2754, 39, 1447, 1799, 365, 2456, 309, 1424, 2191, 809, 538, 541, 2698, 2314, 650, 2544, 104, 1284, 517, 2776, 244, 940, 2563, 2118, 2150, 540, 1482, 702, 1135, 358, 35, 491, 2011, 1519, 2402, 2549, 1649, 828, 2625, 1216, 1298, 207, 1525, 1563, 1856, 2413, 467, 2058, 2043, 1938, 1667, 2670, 802, 609, 336, 1904, 2788, 1252, 1792, 301, 2488, 2293, 2543, 2128, 235, 2339, 2303, 965, 1823, 1215, 620, 128, 1752, 480, 948, 1326, 1344, 1602, 2696, 1263, 164, 2078, 335, 2252, 23, 2217, 960, 1969, 1838, 1800, 2382, 1090, 1847, 1598, 1214, 385, 458, 488, 2304, 2135, 669, 1356, 1307, 2067, 2107, 1111, 334, 1104, 22, 1003, 697, 1151, 2106, 60, 452, 806, 500, 175, 171, 1665, 2138, 2473, 153, 160, 1333, 1256, 360, 1508, 2113, 1777, 2224, 216, 239, 478, 1049, 1824, 579, 1715, 403, 1849, 127, 2004, 473, 1290, 1280, 1061, 2013, 1362, 560, 610, 1828, 442, 2765, 2764, 1478, 1325, 151, 1185, 1494, 58, 1452, 1708, 1835, 1972, 1977, 382, 278, 1239, 1073, 1704, 656, 1937, 1112, 114, 1268, 2579, 2656, 1861, 2075, 1316, 917, 742, 191, 2167, 1724, 2244, 2251, 886, 921, 2468, 2277, 1237, 1787, 2309, 2686, 87, 1690, 1401, 1454, 1409, 2228, 1301, 814, 2642, 1697, 774, 1978, 1392, 1829, 366, 2609, 551, 2434, 111, 346, 2358, 304, 2423, 325, 1541, 2622, 2428, 674, 1376, 1374, 103, 641, 589, 2445, 2451, 2052, 1117, 52, 2567, 1765, 2196, 1327, 583, 962, 1962, 1165, 2500, 1016, 1379, 2790, 578, 1873, 2590, 460, 2467, 1721, 2682, 2258, 1789, 1431, 2541, 1948, 1537, 1131, 1812, 1778, 32, 899, 1171, 1236, 725, 1653, 1636, 497, 1377, 1753, 1878, 296, 547, 2108, 2715, 137, 1662, 1869, 1437, 222, 1170, 2483, 518, 2459, 823, 255, 2639, 753, 1606, 1160, 611, 1536, 1180, 281, 1518, 1002, 392, 1982, 1795, 1188, 393, 968, 2045, 1556, 2441, 1270, 2596, 1059, 481, 887, 683, 1843, 2132, 2705, 2250, 868, 1648, 1702, 1285, 180, 1087, 638, 1389, 970, 2101, 1017, 88, 2346]","[658, 1207, 172, 775, 158, 1621, 2719, 1293, 322, 316, 2145, 31, 2723, 878, 1448, 636, 1769, 192, 1850, 2452, 2516, 734, 1264, 2398, 2181, 2623, 2645, 626, 1751, 1022, 951, 448, 1232, 1031, 1979, 2206, 1408, 26, 2662, 536, 101, 378, 1196, 548, 2773, 365, 601, 412, 1552, 51, 1284, 517, 1321, 1309, 2563, 975, 2753, 1663, 2577, 2546, 491, 1649, 828, 2625, 1525, 912, 2506, 2375, 807, 2460, 39, 1590, 301, 2488, 1799, 309, 2303, 1676, 1344, 892, 1090, 488, 2314, 2304, 2544, 2135, 2776, 2576, 1356, 1307, 2107, 244, 2150, 2118, 334, 1104, 22, 1003, 540, 697, 631, 1151, 702, 60, 689, 452, 500, 171, 2138, 2473, 160, 1670, 358, 1333, 360, 1508, 1519, 2113, 2224, 216, 239, 273, 2549, 1049, 1824, 1715, 1216, 1298, 473, 1290, 1856, 1061, 610, 1828, 2058, 442, 2043, 1938, 2765, 1667, 151, 2670, 2220, 802, 1494, 58, 609, 104, 382, 1239, 1904, 2788, 656, 1792, 1112, 1268, 2075, 1447, 2167, 2244, 886, 2456, 2468, 2277, 1787, 2309, 87, 1401, 1454, 2543, 814, 2642, 774, 1392, 1829, 366, 2074, 1823, 2609, 2434, 346, 2423, 1541, 1215, 2428, 1376, 641, 620, 1752, 589, 2445, 128, 2052, 809, 52, 1765, 1327, 1962, 1165, 2500, 480, 1016, 2191, 2790, 948, 1873, 2590, 460, 538, 1721, 2258, 2541, 235, 2696, 1131, 1812, 32, 899, 164, 725, 2078, 497, 335, 2252, 2667, 296, 547, 2715, 1662, 1437, 1482, 222, 2483, 1838, 823, 2639, 2402, 1606, 1800, 1160, 1536, 281, 1002, 1795, 1188, 829, 968, 1847, 1598, 2441, 1214, 481, 683, 2250, 2698, 868, 1702, 180, 1389, 970, 1017, 2346]"
659,[595],94,84,"[5, 22, 18, 6, 7, 19, 23, 9, 15, 8, 4]","[659, 2443, 2553, 1509, 1445, 1164, 764, 2690, 123, 105, 1670]","[659, 2443, 2553, 764, 123, 1670]"
660,[755],5,41,"[21, 13, 23, 14, 10, 17, 22, 8, 20, 7]","[660, 1686, 282, 2460, 1293, 1105, 300, 97, 2776]","[660, 282, 1686, 2460, 1293, 1105, 300, 97, 2776]"
661,[75],65,84,"[17, 18, 15, 21, 20, 7, 8, 2, 1, 19, 22]","[661, 626, 1871, 1582, 513, 2106, 2776, 907, 162, 2460]","[661, 626, 1582, 1871, 513, 2106, 2776]"
662,"[24, 442, 266, 646, 643, 641, 319, 98, 369, 566, 43, 703, 410, 589, 341, 28, 34]",94,84,"[9, 18, 19, 20, 7, 17, 12, 8, 10, 22, 14, 15, 23, 16, 2]","[626, 446, 1631, 2329, 351, 1282, 1215, 662, 2224, 2398, 702, 1590, 187, 173, 1559, 2090, 1453, 2703, 1540, 799, 2585, 1891, 686, 907, 2106, 2645, 547, 1884, 829, 2738, 1371, 2258, 1922, 699, 1582, 1994, 1487, 2540, 511, 1503, 1142, 202, 2581, 2136]","[626, 1631, 446, 351, 662, 2224, 1590, 1282, 1453, 1540, 799, 187, 2398, 173, 2585, 686, 2106, 2645, 547, 2329, 1215, 829, 2738, 2258, 699, 2540, 1503, 1559, 202, 2136]"
663,[615],58,40,[3],"[564, 1984]","[1984, 564]"
664,"[468, 481]",5,83,"[19, 23, 18, 14, 10, 20, 1]","[664, 378, 2045, 2079, 678, 2516, 1207]","[664, 378, 2045, 2079, 2516]"
665,"[640, 233, 45, 232, 689]",11,17,"[8, 11, 14, 9, 12, 7, 17]","[532, 875, 2035, 376, 665, 1689, 1566, 2540, 393, 514, 1831]","[2035, 532, 875, 1566, 376, 665, 1831]"
666,"[95, 512, 209, 66, 465, 523, 537, 727]",137,38,"[19, 21, 22, 14, 17, 13]","[2006, 1938, 666, 385, 392, 1754, 293, 2167, 2266, 1129, 1676, 1431, 2196, 103, 514, 573, 2662, 2617, 207]","[2006, 392, 1754, 666, 2167, 1129, 1431, 514, 2662, 207]"
667,"[748, 366, 500]",85,81,"[6, 10, 18, 15, 11]","[873, 439, 1805, 1384, 667, 1741, 1635, 2370, 1263]","[439, 1384, 873, 667, 1805, 1635, 1263]"
668,"[683, 212]",70,38,"[9, 13, 12, 10]","[607, 1787, 668, 109, 2228, 1285, 2549, 1875, 2172, 1662, 2682]","[607, 668, 2549, 2172, 2228]"
669,[22],72,53,"[7, 18, 17]","[1284, 158, 669, 658]","[1284, 158, 669, 658]"
670,"[611, 137, 483, 371, 701, 472, 492, 772]",152,17,"[15, 21, 16, 23, 18, 20, 11, 14, 17, 8, 9, 12, 0, 5, 6]","[2310, 1092, 2149, 2257, 1389, 2129, 670, 784, 1600, 2642, 2704, 1918, 42, 1427, 1843, 2019, 49, 1957, 2572, 2072, 1711, 11, 2666, 917, 513]","[2310, 1092, 2129, 2149, 1600, 2642, 1918, 42, 670, 784, 2019, 49, 2257, 11, 2666, 513]"
671,"[308, 749]",129,43,"[8, 7, 9, 15]","[1521, 842, 369, 2221, 1890, 1737, 233, 1873, 1579, 1440, 1]","[1521, 1890, 1737, 233, 1873, 1579, 842, 1440, 1]"
672,"[62, 44]",155,48,"[13, 23, 14, 10, 1, 16, 22, 17, 3, 21, 11, 12, 9]","[1314, 718, 1658, 1307, 672, 1746, 1293, 1582]","[1314, 1658, 1307, 672, 718, 1582]"
673,"[339, 547, 75, 544, 805, 708, 157, 365, 62, 702]",156,55,"[22, 16, 6, 23, 14, 15, 7, 13, 10, 17, 11, 18, 20, 8, 21, 12, 9, 0, 1]","[823, 2569, 2265, 673, 2320, 724, 2787, 2527, 1586, 1216, 1207, 1132, 1025, 28, 727, 563, 1690, 1663, 255, 1871, 84, 2269, 1961, 171, 1436, 1848, 2753, 1148, 1301, 476, 1571, 978, 1215, 475, 2253, 625, 1923, 39, 254, 1550, 508, 862, 635, 1691, 1208, 1401, 1704, 115, 586, 205, 626, 2479, 1026, 2804, 122]","[823, 2569, 2265, 673, 724, 2527, 727, 1207, 2320, 255, 1216, 171, 1148, 1663, 28, 1132, 1923, 39, 2753, 1690, 862, 1301, 1401, 84, 205, 1026, 122]"
674,[403],74,63,"[1, 14, 20, 18, 7, 23, 15, 16, 19, 11, 17, 22, 13, 12, 6, 21, 8, 9, 3, 2]","[693, 674, 289, 2091, 2366, 2760, 2211, 373, 1376, 1179, 2186, 1224, 1260, 319, 2716, 580, 1772, 404, 1662, 839, 658, 792, 378, 2425, 2721]","[693, 2366, 674, 2091, 2760, 1179, 1260, 2186, 289, 2716, 580, 658, 792, 404, 378, 1662, 1376, 1224]"
675,[727],5,25,"[0, 21, 19, 20, 4, 18, 23, 22, 7, 10, 1, 6, 17, 2]","[770, 2617, 675, 638, 2390, 2322, 780, 610, 2064, 1973, 1659, 907, 74, 1053, 2736, 2144, 1728, 626, 952, 441, 1574, 2452]","[770, 2617, 675, 638, 780, 2390, 74, 2144, 2064, 2322, 952, 1973, 1659, 907]"
676,[591],16,86,"[7, 19, 8, 17, 13, 11, 10, 23, 6]","[1091, 1975, 2547, 2034, 928, 1133, 2503, 2792, 100, 491, 1695, 1502, 1670]","[2547, 1975, 928, 2034, 1091, 2503, 2792, 100, 1695, 1502]"
677,"[353, 410]",135,48,"[15, 17, 18, 16, 21, 23, 19, 1, 0, 13, 9, 20]","[677, 1109, 1869, 506, 2355, 754, 994, 2314, 434, 401, 2161, 1134, 1205]","[677, 1109, 506, 2355, 994, 434, 2161, 1869, 754]"
678,"[468, 502, 90, 185, 724, 323, 620]",127,59,"[15, 16, 17, 6, 7, 18, 22, 10]","[714, 2782, 2328, 2740, 771, 1240, 2145, 1338, 1429, 374, 165, 781, 664, 1663, 764, 1981]","[2328, 771, 714, 1338, 374, 781, 664, 764, 2782, 2740]"
679,"[212, 328, 726, 501, 451, 89, 203]",170,38,"[14, 18, 7, 8, 6, 12, 20, 16, 17, 9]","[440, 2724, 679, 1590, 2579, 480, 1069, 1161, 2119, 1670, 1702, 2637, 127, 1242, 2677, 1977]","[440, 2724, 2579, 679, 480, 1069, 1161, 2119, 1670, 127, 2677, 1977]"
680,[381],5,67,"[17, 9, 0, 4, 3, 23, 2, 22, 5, 19]","[1901, 982, 680, 781, 518, 937, 941]","[1901, 680, 982, 781, 518, 941]"
681,"[620, 19, 288, 387, 709, 572, 810, 23, 151, 111]",153,17,"[13, 17, 20, 15, 22, 18, 21, 16, 11, 3, 19]","[73, 681, 630, 831, 2135, 849, 2257, 1389, 2647, 495, 1515, 1999, 2273, 1268, 803, 814, 13, 1120, 402, 961]","[630, 681, 849, 495, 1999, 1268, 814, 831, 13, 961, 73]"
682,[357],5,38,"[18, 5, 15, 12, 20, 10, 22, 6, 17, 4, 21, 8, 13]","[825, 2765, 682, 2064, 271, 316, 1117, 1922, 2460, 1787, 1582, 1663, 2258, 1182, 1566]","[682, 825, 2064, 2765, 316, 1922, 271, 2460, 1582, 1663, 2258]"
683,[741],120,70,"[19, 15, 11, 20, 13, 9, 10]","[51, 2356, 658, 378, 1728]","[51, 2356]"
684,"[10, 737]",170,84,"[14, 18, 13, 20, 12, 15, 17]","[1189, 1968, 857, 810, 684, 1874, 1476, 1482, 204]","[1968, 857, 810, 1189, 1874, 1476, 684, 204]"
685,"[522, 94, 701, 581, 327, 812]",11,84,"[17, 11, 12, 9, 14, 10, 18, 13]","[332, 1005, 185, 963, 561, 1701, 1791, 2662, 748, 262, 2754, 88, 1622]","[185, 332, 963, 1791, 748, 2754, 1622]"
686,"[315, 312, 433, 140, 519, 595, 20, 341, 28]",94,84,"[7, 17, 18, 13, 10, 19, 14, 9, 5, 2]","[2084, 704, 2633, 1303, 662, 742, 2777, 1264, 2254, 1782, 1944, 1568, 1373, 191, 1233, 657, 2362, 1208, 2517, 764, 1927, 2618]","[1303, 742, 2777, 1264, 1782, 1568, 191, 657, 1208, 764, 2618]"
687,[719],54,5,"[19, 11, 20, 9, 0, 23, 22, 17, 8, 21]","[555, 844, 2246, 456, 1406, 1789, 2500, 245, 963]","[555, 844, 2246, 1406, 963]"
688,[694],94,84,"[19, 8, 11, 13, 9, 10, 7, 20, 6, 14, 5, 23, 12]","[388, 688, 1351, 2392, 155, 308, 2519, 187, 2194, 462]","[388, 688, 2392, 1351, 308, 187, 2519, 155]"
689,[82],5,52,"[12, 18, 19, 9, 17, 13, 21, 0, 22, 8, 15, 23, 16, 10, 20]","[689, 158, 912, 537, 937, 735, 1737, 658, 1309, 2295, 1036, 2731, 2209, 1300, 2008, 60]","[689, 158, 912, 1737, 937, 537, 658, 735, 1309, 2731, 2295, 1300, 2008, 1036]"
690,"[74, 393, 28]",88,5,"[14, 15, 9, 11, 13, 5]","[1780, 690, 1809, 800, 2064, 989, 1441, 1059, 2374, 1853]","[1780, 800, 690, 2064, 989, 1853]"
691,"[283, 578, 70, 327, 685]",87,84,"[13, 12, 8, 18, 7, 9, 15, 10]","[691, 2470, 2587, 2196, 1085, 1698, 2460, 1303, 257, 939, 53, 1497, 2036, 626, 1483, 378, 101, 1944]","[691, 2470, 1085, 2587, 2196, 53, 1698, 1483, 2460, 1303, 378, 257, 1944]"
692,"[404, 620]",113,86,"[22, 8, 19, 9, 20, 17, 7, 18, 0, 10, 6, 23, 16, 14, 21]","[2606, 692, 2645, 1396, 304, 2468, 1164, 427, 133]","[2606, 692, 2645, 2468, 133]"
693,[403],74,63,"[1, 18, 23, 14, 17, 22, 5, 21, 16, 20, 9, 15, 11, 13, 12, 3, 8, 7, 10, 19]","[674, 839, 1179, 2760, 2091, 2425, 693, 1260, 2366, 580, 2211, 2721, 2616, 2716, 373, 404, 289, 1376, 1772, 319, 2416, 2510]","[1179, 2425, 839, 2366, 1260, 2616, 2716, 2091, 693, 404, 2721, 1376, 1772, 373, 580, 289, 2211, 2760, 674]"
694,"[551, 294, 579, 66, 542, 437]",46,56,"[19, 22, 20, 18, 11, 16]","[694, 385, 330, 1316, 301, 1285, 2389, 1586, 1180, 2541, 2656, 112, 1837]","[694, 385, 301, 2389, 1586, 1180, 2656, 1837]"
695,[247],127,70,"[20, 7, 6, 16, 11, 9, 21, 5, 19, 18, 4, 8, 22, 14, 15, 12, 13, 17]","[695, 744, 1779, 2098, 2014, 1204, 1343, 1062, 2692, 1566, 2377, 2645, 304, 2314, 57, 378, 1710, 381]","[744, 695, 2098, 1204, 1779, 2014, 1343, 1062, 2377, 2314, 378, 1710, 381]"
696,"[186, 766, 466, 334, 165, 508]",171,83,"[0, 18, 13, 1, 11, 20, 9, 8]","[1207, 1570, 1864, 1735, 456, 535, 65, 1111, 2488, 2654, 207, 1175, 2383, 2645, 2288, 1872]","[1570, 1207, 1864, 65, 2488, 2654, 1175, 2645, 1872]"
697,[69],54,38,"[15, 10, 9, 11, 17, 12, 14, 20]","[697, 540, 822, 1455, 2145, 631, 1904, 658, 763, 1431, 1662, 1005]","[697, 540, 822, 631, 1455, 2145, 1662]"
698,[141],32,25,"[9, 8, 10, 22]","[1296, 1049, 2659, 1079, 1474, 126, 2592, 2033, 1715, 2555]","[1296, 2659, 1079, 2555]"
699,"[45, 635, 689, 530, 181, 640, 395, 590, 594, 591, 106, 341]",94,17,"[22, 23, 18, 19, 10, 1, 2, 9]","[1856, 1992, 2113, 2656, 1860, 114, 151, 662, 1233, 571, 2742, 1663, 628, 1091, 928, 2428, 2121, 1479, 1403, 843, 304]","[1860, 151, 1856, 1233, 2742, 1663, 2113, 928, 2121, 1992, 1403, 304]"
700,[186],122,83,"[13, 4, 8, 3, 5, 2]","[1801, 65, 700, 734, 2407, 1207, 1864, 1735, 250, 1830, 869]","[734, 2407, 1207, 1864, 1735, 700, 65, 869]"
701,"[776, 528]",99,84,"[19, 10, 16, 14, 20, 23, 17, 9, 13, 8, 15, 11, 18]","[327, 2275, 2386, 785, 910, 490, 701, 39, 796, 156]","[327, 785, 490, 2386, 2275, 910, 701, 796]"
702,"[397, 24, 704, 31, 321, 641, 217, 327, 495, 82]",11,84,"[12, 19, 11, 16, 15, 23, 14, 10, 0, 21, 6]","[626, 351, 2224, 662, 658, 1483, 2690, 2703, 2214, 1583, 2401, 2474, 2172, 519, 994, 2645, 187, 1841, 960, 1770, 1133, 464, 742]","[626, 351, 662, 2224, 1583, 658, 2474, 519, 994, 187, 960, 1483, 742]"
703,"[532, 591, 775]",156,62,"[9, 12, 13, 16, 7]","[703, 2116, 510, 1633, 2531, 1776, 2278, 2441, 1325, 1838, 1091, 10, 1732]","[703, 1633, 2531, 2278, 1325, 1091, 10, 1732]"
